Stunde;2019;2020;2021;2022
639;0.04118;0.04393;0.06584;0.13966
640;0.0405;0.04522;0.06616;0.13869
641;0.04118;0.04317;0.0659;0.13758
642;0.04725;0.04708;0.06817;0.14117
643;0.05264;0.05121;0.07048;0.12596
644;0.05296;0.04712;0.06399;0.11473
645;0.05044;0.04386;0.05964;0.10404
646;0.04774;0.0406;0.05575;0.1101
647;0.05082;0.03661;0.0531;0.10119
648;0.04481;0.03314;0.04994;0.08631
649;0.0424;0.02754;0.04687;0.08203
650;0.04097;0.02684;0.04493;0.08403
651;0.04042;0.02564;0.04383;0.08159
652;0.0378;0.02499;0.0424;0.07726
653;0.03809;0.02517;0.04364;0.1007
654;0.04183;0.02632;0.04441;0.10069
655;0.05309;0.03176;0.05352;0.12169
656;0.06404;0.04194;0.06346;0.17529
657;0.06488;0.04494;0.06839;0.18617
658;0.0622;0.04433;0.0667;0.19805
659;0.05838;0.0429;0.06498;0.19092
660;0.05592;0.03993;0.064;0.22007
661;0.05512;0.03398;0.06074;0.21474
662;0.05136;0.03;0.06008;0.2316
663;0.04863;0.028;0.0596;0.23367
664;0.04734;0.02791;0.05671;0.23708
665;0.04883;0.02968;0.055;0.23792
666;0.06083;0.03983;0.06062;0.26
667;0.05964;0.03998;0.06333;0.2556
668;0.05437;0.03062;0.0607;0.22237
669;0.04754;0.0258;0.05492;0.22274
670;0.04569;0.02542;0.05202;0.1778
671;0.04636;0.02504;0.05102;0.14898
672;0.04391;0.02008;0.04551;0.12336
673;0.04487;0.02044;0.04271;0.13025
674;0.04807;0.01958;0.03986;0.11501
675;0.04749;0.01916;0.03842;0.10564
676;0.04459;0.01961;0.03785;0.07757
677;0.04597;0.02046;0.03761;0.04395
678;0.04646;0.02516;0.03983;0.07907
679;0.05582;0.02903;0.045;0.03294
680;0.06767;0.04112;0.05542;0.08564
681;0.0728;0.04441;0.05856;0.08518
682;0.07063;0.04185;0.05888;0.10113
683;0.07038;0.04082;0.05667;0.08851
684;0.06751;0.03686;0.05473;0.11832
685;0.06403;0.03134;0.05342;0.10102
686;0.06384;0.0324;0.04901;0.08564
687;0.06656;0.03424;0.04602;0.10559
688;0.066;0.03792;0.05069;0.10001
689;0.06933;0.03902;0.05498;0.10814
690;0.07145;0.04289;0.05954;0.11875
691;0.07282;0.04501;0.06079;0.12302
692;0.06981;0.0451;0.05938;0.10119
693;0.05951;0.04098;0.05434;0.08447
694;0.05574;0.03302;0.05003;0.05162
695;0.05383;0.02963;0.0459;0.08881
696;0.04934;0.02733;0.04279;0.07963
697;0.04652;0.02897;0.04202;0.0023
698;0.04636;0.02743;0.03942;0.00449
699;0.0451;0.02515;0.03754;0.01008
700;0.04285;0.02024;0.03581;0.01001
701;0.04274;0.01991;0.03486;0.01015
702;0.04634;0.02496;0.03809;0.01137
703;0.05209;0.0297;0.04108;0.00373
704;0.06499;0.03946;0.04335;0.00995
705;0.06817;0.0404;0.04874;0.01109
706;0.06676;0.03728;0.05773;0.01198
707;0.05906;0.0359;0.05781;0.01109
708;0.05303;0.03515;0.05778;0.01178
709;0.05419;0.03669;0.05513;0.01
710;0.0497;0.03979;0.0506;0.01
711;0.05356;0.03753;0.04799;0.01169
712;0.04937;0.03551;0.04805;0.01404
713;0.05265;0.03785;0.05658;0.06006
714;0.06049;0.04412;0.06058;0.17174
715;0.06253;0.04304;0.06165;0.15807
716;0.05928;0.0411;0.05962;0.16337
717;0.05002;0.03113;0.05278;0.15794
718;0.05101;0.02904;0.04696;0.15813
719;0.05008;0.0273;0.04698;0.15994
720;0.04686;0.02004;0.0423;0.14421
721;0.04717;-0.00004;0.04208;0.12216
722;0.04547;0.00002;0.04098;0.11017
723;0.04543;-0.00877;0.04051;0.1053
724;0.04682;-0.00389;0.0395;0.1
725;0.04508;0.00001;0.03861;0.10013
726;0.0487;0.01304;0.04041;0.1354
727;0.06241;0.02401;0.04037;0.18514
728;0.0717;0.03696;0.04129;0.24
729;0.07849;0.03959;0.04485;0.24892
730;0.06908;0.03739;0.04915;0.25192
731;0.06735;0.0349;0.05073;0.24808
732;0.06794;0.03527;0.05114;0.24342
733;0.06681;0.02797;0.05037;0.23811
734;0.06622;0.02884;0.04623;0.22152
735;0.06616;0.029;0.0459;0.20628
736;0.06616;0.03007;0.04792;0.19175
737;0.06535;0.0281;0.05292;0.19354
738;0.06668;0.03378;0.06446;0.24067
739;0.06698;0.03705;0.06388;0.25393
740;0.0654;0.03258;0.06235;0.2404
741;0.0599;0.0251;0.05799;0.23159
742;0.05284;0.02124;0.05134;0.21296
743;0.05136;0.02029;0.04928;0.20196
744;0.04672;0.01709;0.04536;0.16151
745;0.04355;0.00007;0.04118;0.16015
746;0.04547;0.00002;0.04;0.15454
747;0.0431;-0.0007;0.04;0.15624
748;0.0411;-0.00194;0.03851;0.15517
749;0.04151;-0.00167;0.03648;0.16513
750;0.04576;-0.0024;0.03999;0.16301
751;0.04772;0.00004;0.05394;0.20615
752;0.05404;0.00852;0.06339;0.23917
753;0.05666;0.0141;0.06481;0.24372
754;0.05593;0.0147;0.0651;0.213
755;0.05551;0.01474;0.06466;0.20994
756;0.0569;0.01447;0.06557;0.17281
757;0.05851;0.01407;0.06446;0.1437
758;0.064;0.01445;0.06476;0.13769
759;0.06493;0.01318;0.064;0.1309
760;0.06455;0.01111;0.0633;0.12642
761;0.06391;0.01307;0.06426;0.1242
762;0.06771;0.01679;0.07017;0.12737
763;0.06998;0.01697;0.08158;0.12995
764;0.06734;0.01599;0.0699;0.12163
765;0.06299;0.00042;0.06229;0.10103
766;0.05532;-0.0008;0.05636;0.08466
767;0.05401;0;0.05525;0.08461
768;0.05092;-0.01116;0.0494;0.05474
769;0.05004;-0.00497;0.04613;0.03554
770;0.04707;-0.0101;0.04505;0.01184
771;0.0457;-0.01695;0.04359;0.01005
772;0.04314;-0.0117;0.04208;0.01036
773;0.04271;-0.00598;0.04398;0.02003
774;0.0426;-0.00521;0.04609;0.06731
775;0.04347;-0.00498;0.05817;0.10503
776;0.04768;0.00009;0.06334;0.13692
777;0.05147;0.01306;0.07813;0.15015
778;0.05579;0.0245;0.06946;0.13614
779;0.0595;0.02712;0.06628;0.1346
780;0.05915;0.02943;0.06517;0.13571
781;0.05608;0.035;0.06147;0.1331
782;0.05033;0.03336;0.06104;0.13892
783;0.04909;0.03375;0.05947;0.15513
784;0.0486;0.0342;0.05445;0.19309
785;0.04939;0.02887;0.04797;0.20153
786;0.05686;0.04027;0.05814;0.23801
787;0.05791;0.04073;0.05818;0.2669
788;0.05459;0.03693;0.05806;0.265
789;0.05043;0.02705;0.04996;0.237
790;0.04848;0.02199;0.04747;0.20347
791;0.04849;0.02387;0.04654;0.19521
792;0.04606;0.01738;0.04062;0.18426
793;0.0448;0.01592;0.03558;0.15698
794;0.04129;0.01555;0.03141;0.15906
795;0.04048;0.01438;0.03078;0.15933
796;0.039;0.00932;0.02999;0.15756
797;0.0389;0.01326;0.03176;0.15881
798;0.03847;0.01403;0.03791;0.16292
799;0.03988;0.02706;0.0412;0.19217
800;0.04097;0.03649;0.05591;0.20991
801;0.0438;0.03997;0.05608;0.22697
802;0.04705;0.03926;0.05608;0.22333
803;0.04933;0.03552;0.05403;0.21326
804;0.05111;0.03297;0.05697;0.209
805;0.05035;0.02908;0.05431;0.19485
806;0.04709;0.02838;0.05179;0.19146
807;0.04514;0.02873;0.04592;0.19697
808;0.0444;0.02829;0.04362;0.20967
809;0.04579;0.03302;0.04201;0.20761
810;0.05194;0.03795;0.04801;0.22415
811;0.05954;0.03799;0.05325;0.23778
812;0.05794;0.03657;0.05086;0.22496
813;0.05469;0.031;0.04371;0.20953
814;0.05194;0.02716;0.04179;0.18682
815;0.05104;0.02713;0.04015;0.18724
816;0.04642;0.02476;0.03551;0.14505
817;0.0437;0.02079;0.03387;0.13871
818;0.04137;0.01741;0.03339;0.128
819;0.04048;0.01624;0.03289;0.12617
820;0.03921;0.01296;0.03199;0.12769
821;0.03855;0.01342;0.0352;0.12427
822;0.04071;0.01588;0.03937;0.12037
823;0.04905;0.02488;0.04832;0.15145
824;0.06067;0.0297;0.05715;0.19243
825;0.05893;0.03501;0.05919;0.21912
826;0.05547;0.03348;0.0577;0.16966
827;0.04815;0.0299;0.05494;0.13305
828;0.04346;0.02903;0.05643;0.133
829;0.04169;0.02707;0.05609;0.13104
830;0.04047;0.02643;0.05569;0.12057
831;0.04101;0.02702;0.05656;0.11745
832;0.04337;0.02905;0.05819;0.11781
833;0.04382;0.03142;0.05942;0.11904
834;0.04906;0.03992;0.0715;0.12844
835;0.04678;0.0413;0.0715;0.15128
836;0.04208;0.04092;0.06751;0.11927
837;0.03942;0.03975;0.05939;0.10686
838;0.03875;0.03013;0.05378;0.10821
839;0.03852;0.03036;0.0527;0.10557
840;0.03251;0.02694;0.04622;0.08738
841;0.03449;0.02544;0.04557;0.09896
842;0.03671;0.025;0.04401;0.08881
843;0.03842;0.02443;0.04224;0.06556
844;0.03939;0.02363;0.0412;0.04998
845;0.03982;0.02483;0.04052;0.05759
846;0.04172;0.02662;0.04336;0.06311
847;0.05031;0.03754;0.05043;0.08495
848;0.06152;0.04491;0.05865;0.11457
849;0.06231;0.04916;0.06202;0.11588
850;0.06231;0.04478;0.06103;0.13514
851;0.06456;0.04137;0.05954;0.10251
852;0.06285;0.04;0.05854;0.11434
853;0.05863;0.03707;0.0579;0.08877
854;0.05781;0.03516;0.05451;0.07432
855;0.05796;0.03517;0.05;0.06903
856;0.05804;0.03713;0.048;0.08782
857;0.06035;0.04025;0.04969;0.12012
858;0.06306;0.04545;0.05692;0.1506
859;0.06579;0.04583;0.05863;0.1466
860;0.06263;0.04566;0.05746;0.11586
861;0.06177;0.04174;0.0511;0.10612
862;0.05338;0.03592;0.04989;0.03987
863;0.05012;0.03199;0.04849;0.03198
864;0.04698;0.0297;0.04358;0.01098
865;0.0428;0.02651;0.04068;0.01036
866;0.04163;0.02535;0.039;0.00923
867;0.04098;0.02447;0.03833;0.0058
868;0.0404;0.02444;0.03508;0.00017
869;0.04138;0.02525;0.0349;0.00138
870;0.04231;0.02797;0.03507;0.00745
871;0.0511;0.03296;0.0352;0.00012
872;0.05759;0.04315;0.03693;0.0042
873;0.05901;0.04488;0.04189;0.01084
874;0.05334;0.0429;0.04315;0.01236
875;0.05354;0.04219;0.0435;0.01375
876;0.05332;0.04081;0.04347;0.02068
877;0.05319;0.03925;0.04114;0.0852
878;0.05281;0.03801;0.03546;0.09023
879;0.05293;0.03794;0.03537;0.07005
880;0.0543;0.03806;0.03313;0.07002
881;0.05673;0.03909;0.03092;0.09493
882;0.06027;0.04595;0.03944;0.11652
883;0.0624;0.04683;0.04395;0.125
884;0.05962;0.04721;0.04298;0.1187
885;0.0558;0.04363;0.03531;0.10205
886;0.05049;0.03798;0.03029;0.09035
887;0.0495;0.03766;0.02603;0.11247
888;0.04618;0.03358;0.01194;0.09496
889;0.04625;0.03332;-0.00124;0.02004
890;0.04521;0.03218;-0.00159;0.01591
891;0.04124;0.03203;-0.00002;0.01427
892;0.03805;0.03144;-0.00004;0.01008
893;0.037;0.03217;-0.00201;0.0138
894;0.03904;0.03371;-0.00009;0.021
895;0.04806;0.04068;-0.00384;0.0609
896;0.05329;0.04787;-0.00009;0.12807
897;0.05304;0.05696;-0.00238;0.13017
898;0.05198;0.047;0.01203;0.12726
899;0.05147;0.04181;0.02856;0.095
900;0.04638;0.03852;0.03702;0.09496
901;0.04324;0.03778;0.03732;0.07043
902;0.04232;0.03468;0.02697;0.03083
903;0.04075;0.03309;0.01653;0.02205
904;0.04163;0.03829;0.02092;0.08004
905;0.04177;0.03908;0.02817;0.10808
906;0.05137;0.04096;0.03914;0.14874
907;0.0514;0.03993;0.04344;0.16994
908;0.04575;0.03547;0.04071;0.1601
909;0.04607;0.03223;0.03705;0.15501
910;0.04147;0.02793;0.03655;0.12964
911;0.03871;0.02735;0.03989;0.12316
912;0.03368;0.026;0.03205;0.10274
913;0.03273;0.02521;0.00769;0.12196
914;0.03324;0.02428;0.00459;0.11208
915;0.03257;0.02398;0.01405;0.10786
916;0.03116;0.0229;0.01279;0.10497
917;0.03571;0.02175;0.00009;0.10412
918;0.03899;0.02012;0.02054;0.10932
919;0.04585;0.02234;0.04397;0.13405
920;0.05633;0.02554;0.05563;0.12854
921;0.05794;0.02805;0.05814;0.14616
922;0.05491;0.02907;0.05675;0.13113
923;0.05135;0.02687;0.05588;0.12006
924;0.05066;0.02674;0.05722;0.12535
925;0.04459;0.025;0.05558;0.12214
926;0.03951;0.02561;0.0555;0.11941
927;0.03877;0.0268;0.04888;0.12395
928;0.04231;0.02992;0.05496;0.149
929;0.04398;0.0376;0.05506;0.16194
930;0.04961;0.0395;0.06145;0.19698
931;0.05066;0.0413;0.06432;0.20956
932;0.04604;0.03871;0.06162;0.19995
933;0.03588;0.03129;0.05556;0.18294
934;0.03396;0.02684;0.04983;0.13982
935;0.02756;0.02739;0.04905;0.13271
936;0.02447;0.0264;0.04529;0.12339
937;0.00002;0.02306;0.04775;0.11508
938;0.00008;0.01493;0.04702;0.11487
939;-0.00409;0.0128;0.04666;0.11879
940;-0.004;0.00918;0.04605;0.10958
941;0.00006;0.00754;0.0464;0.11695
942;0.00009;0.00424;0.04797;0.11934
943;0.00005;0.00385;0.05816;0.13938
944;0.00637;0.00506;0.07298;0.17716
945;0.01208;0.00172;0.08064;0.18064
946;0.01118;-0.00007;0.08085;0.1795
947;0.01064;-0.00494;0.07998;0.12706
948;0.00412;-0.00381;0.07551;0.12201
949;0.00005;-0.0088;0.06989;0.12335
950;-0.0001;-0.01695;0.07026;0.13691
951;-0.00205;-0.01364;0.07037;0.14942
952;0.00009;-0.00296;0.07182;0.17992
953;0.00964;-0.0001;0.07102;0.18995
954;0.02697;0.00052;0.07906;0.219
955;0.03617;0.01197;0.08;0.24912
956;0.02597;0.00522;0.074;0.25728
957;0.01696;-0.00401;0.06495;0.23179
958;0.00009;-0.00304;0.05662;0.21581
959;0.01291;-0.00008;0.05567;0.21179
960;0.00009;-0.0041;0.05009;0.1967
961;0.02288;-0.00497;0.0515;0.20046
962;0.01616;-0.01589;0.04955;0.19261
963;0.01602;-0.01511;0.04835;0.1851
964;0.01245;-0.01616;0.0475;0.17223
965;0.01019;-0.01493;0.04768;0.17291
966;0.01451;-0.002;0.0492;0.17488
967;0.00701;0.00041;0.06;0.20367
968;0.01098;0.01411;0.07638;0.23346
969;0.02062;0.02138;0.09233;0.24032
970;0.03295;0.0132;0.09862;0.22556
971;0.03675;0.01254;0.09368;0.19999
972;0.03868;0.01257;0.08832;0.19367
973;0.0325;0.01201;0.07999;0.16997
974;0.034;0.01199;0.07591;0.1679
975;0.0312;0.01198;0.07496;0.17635
976;0.02799;0.01224;0.07619;0.18455
977;0.03261;0.01277;0.08018;0.19598
978;0.03941;0.02314;0.09415;0.21577
979;0.04919;0.02496;0.10986;0.22958
980;0.04948;0.02569;0.08809;0.21249
981;0.0431;0.01993;0.07326;0.18728
982;0.02899;0.01247;0.06419;0.17937
983;0.03437;0.01197;0.05865;0.17691
984;0.03058;0.00486;0.05445;0.13666
985;-0.00001;0.01096;0.05564;0.18001
986;-0.00122;0.00483;0.05313;0.17673
987;-0.00004;0.00011;0.05166;0.16887
988;-0.00354;-0.00008;0.05004;0.16409
989;-0.00395;-0.00186;0.05002;0.165
990;0.00565;0.00139;0.05741;0.1713
991;0.03991;0.01168;0.0709;0.19695
992;0.04904;0.01495;0.10395;0.22146
993;0.04941;0.01495;0.13671;0.22178
994;0.04499;0.01324;0.13319;0.17953
995;0.03994;0.01311;0.09814;0.15136
996;0.03873;0.013;0.09152;0.13502
997;0.03659;0.01285;0.08052;0.12835
998;0.03854;0.01277;0.0727;0.13368
999;0.03866;0.013;0.0704;0.14061
1000;0.03886;0.01294;0.07193;0.16815
1001;0.03861;0.01367;0.07787;0.19192
1002;0.04811;0.02398;0.09514;0.22057
1003;0.04851;0.02455;0.13353;0.24335
1004;0.04873;0.02454;0.09931;0.24118
1005;0.04796;0.01294;0.07433;0.22131
1006;0.04127;0.01222;0.0623;0.21313
1007;0.04519;0.01204;0.0591;0.20548
1008;0.03734;0.0071;0.05369;0.1901
1009;0.03729;0.00312;0.05105;0.19591
1010;0.0328;0.00088;0.04909;0.1872
1011;0.02971;0.00007;0.04922;0.18489
1012;0.031;0.00008;0.04814;0.17024
1013;0.03608;0.00529;0.04777;0.166
1014;0.04002;0.01294;0.04917;0.16245
1015;0.04644;0.02093;0.0629;0.16064
1016;0.05519;0.03424;0.0752;0.16256
1017;0.05491;0.03201;0.07946;0.15724
1018;0.05733;0.02417;0.08081;0.1218
1019;0.05566;0.02231;0.07608;0.11576
1020;0.05093;0.0179;0.0741;0.12127
1021;0.05002;0.01369;0.06933;0.09747
1022;0.04959;0.01402;0.05699;0.08712
1023;0.04998;0.01388;0.0574;0.08983
1024;0.05017;0.02298;0.05816;0.11685
1025;0.05284;0.02787;0.06573;0.17156
1026;0.05692;0.0312;0.07124;0.19489
1027;0.06047;0.03745;0.07995;0.1918
1028;0.05127;0.03319;0.07014;0.14088
1029;0.04596;0.03123;0.06126;0.12112
1030;0.0416;0.02653;0.05548;0.10474
1031;0.04396;0.02416;0.05401;0.10929
1032;0.04151;0.01693;0.04854;0.1017
1033;0.03414;0.02553;0.04807;0.08807
1034;0.03721;0.02591;0.04714;0.09865
1035;0.03629;0.02437;0.04702;0.09978
1036;0.03331;0.02431;0.04558;0.09914
1037;0.03758;0.0228;0.04468;0.10422
1038;0.03534;0.02641;0.04542;0.09991
1039;0.04584;0.03937;0.04572;0.09399
1040;0.05246;0.05888;0.04887;0.08855
1041;0.04999;0.05348;0.06002;0.08806
1042;0.04733;0.04817;0.06454;0.06
1043;0.04696;0.0405;0.06267;0.07303
1044;0.04666;0.03813;0.05871;0.06723
1045;0.04614;0.03694;0.05006;0.03008
1046;0.04615;0.03597;0.04716;0.04325
1047;0.0463;0.03573;0.04707;0.05012
1048;0.04682;0.03602;0.04834;0.08178
1049;0.04971;0.03776;0.05479;0.09247
1050;0.05394;0.043;0.06438;0.11571
1051;0.05655;0.05303;0.07296;0.11911
1052;0.05434;0.04483;0.069;0.09233
1053;0.05013;0.04196;0.05849;0.08718
1054;0.04642;0.03953;0.05092;0.08139
1055;0.04643;0.03793;0.04924;0.08859
1056;0.04316;0.03157;0.04634;0.06323
1057;0.04074;0.02736;0.04572;0.04655
1058;0.03915;0.02709;0.04461;0.01333
1059;0.03864;0.027;0.0436;0.01294
1060;0.039;0.02503;0.0429;0.01378
1061;0.03847;0.0262;0.04237;0.03525
1062;0.04304;0.02704;0.04214;0.08791
1063;0.05317;0.0383;0.04253;0.10425
1064;0.06073;0.04486;0.04361;0.11719
1065;0.06367;0.05674;0.04597;0.11711
1066;0.05699;0.04939;0.0464;0.09858
1067;0.05301;0.04393;0.04613;0.09491
1068;0.04612;0.04144;0.04569;0.09589
1069;0.044;0.03928;0.04428;0.09852
1070;0.04465;0.03719;0.04254;0.10418
1071;0.04462;0.03698;0.0415;0.10701
1072;0.04712;0.03788;0.04278;0.11451
1073;0.05239;0.03925;0.045;0.14452
1074;0.05563;0.0425;0.05397;0.18458
1075;0.0602;0.04361;0.0622;0.19713
1076;0.06193;0.03931;0.0571;0.1673
1077;0.05497;0.03386;0.04834;0.14844
1078;0.04969;0.02835;0.04389;0.11549
1079;0.04748;0.02705;0.04527;0.12305
1080;0.04276;0.02519;0.0428;0.11094
1081;0.04375;0.0282;0.03846;0.11268
1082;0.04219;0.02706;0.03716;0.11482
1083;0.04172;0.0262;0.03707;0.1123
1084;0.04019;0.02431;0.03423;0.11828
1085;0.0411;0.0232;0.03129;0.12686
1086;0.04367;0.02314;0.03925;0.15272
1087;0.05298;0.02099;0.04666;0.2042
1088;0.05998;0.02319;0.0604;0.23406
1089;0.06173;0.02571;0.06248;0.25006
1090;0.05541;0.03149;0.061;0.24
1091;0.05171;0.02741;0.05807;0.22043
1092;0.04411;0.02296;0.06002;0.19903
1093;0.04287;0.02129;0.0579;0.18256
1094;0.04243;0.01883;0.05509;0.15085
1095;0.04252;0.01558;0.05028;0.14928
1096;0.04441;0.02292;0.04914;0.15727
1097;0.04818;0.02299;0.05102;0.14526
1098;0.05361;0.02424;0.05795;0.17323
1099;0.05654;0.02512;0.06805;0.17429
1100;0.05549;0.0218;0.0624;0.11528
1101;0.051;0.00827;0.05566;0.10531
1102;0.04337;0.00158;0.0482;0.09151
1103;0.04443;0.00397;0.05001;0.10191
1104;0.03945;0.00002;0.04611;0.08791
1105;0.03542;-0.0059;0.04629;0.09468
1106;0.03519;-0.00865;0.04428;0.09397
1107;0.036;-0.00493;0.04352;0.09945
1108;0.03629;-0.00499;0.04222;0.10667
1109;0.03652;-0.00576;0.04235;0.1036
1110;0.0355;-0.00691;0.04497;0.1104
1111;0.03839;-0.00851;0.05044;0.13402
1112;0.04039;-0.00496;0.06343;0.1847
1113;0.04094;-0.00008;0.06764;0.19483
1114;0.03608;-0.00136;0.06885;0.17452
1115;0.03109;-0.00846;0.06355;0.13784
1116;0.03519;-0.00655;0.06385;0.13604
1117;0.03562;-0.01524;0.05943;0.11822
1118;0.036;-0.02088;0.05566;0.1114
1119;0.03721;-0.02102;0.04838;0.10565
1120;0.03961;-0.03214;0.04623;0.09757
1121;0.04211;-0.01926;0.04705;0.09911
1122;0.04683;-0.00802;0.05477;0.11076
1123;0.05206;-0.0025;0.0627;0.11861
1124;0.048;-0.00372;0.05527;0.11799
1125;0.04647;-0.00496;0.04886;0.1029
1126;0.04067;-0.00339;0.04824;0.09501
1127;0.03899;0.00074;0.04738;0.09501
1128;0.0407;-0.00113;0.04305;0.07412
1129;0.03557;-0.02504;0.04201;0.01792
1130;0.03546;-0.02753;0.04136;0.01504
1131;0.03724;-0.02199;0.04;0.01502
1132;0.03627;-0.01205;0.0374;0.01397
1133;0.03613;-0.00495;0.03804;0.01504
1134;0.03674;-0.00008;0.03869;0.03302
1135;0.03652;0.02291;0.04061;0.09093
1136;0.03882;0.03006;0.05212;0.12322
1137;0.04;0.03644;0.06008;0.10723
1138;0.03888;0.03357;0.06119;0.10255
1139;0.03615;0.0298;0.05639;0.09506
1140;0.0365;0.0298;0.0518;0.07747
1141;0.03741;0.02976;0.04646;0.06506
1142;0.03509;0.02735;0.04394;0.03598
1143;0.03512;0.02769;0.04533;0.04268
1144;0.03627;0.03238;0.0462;0.0673
1145;0.03936;0.03401;0.0538;0.08608
1146;0.04403;0.0367;0.061;0.10883
1147;0.0496;0.03679;0.07127;0.11063
1148;0.05007;0.03695;0.06573;0.10154
1149;0.04615;0.03227;0.0576;0.0869
1150;0.03827;0.02486;0.04837;0.08648
1151;0.04283;0.01844;0.04758;0.0863
1152;0.03875;0.00978;0.04499;0.06304
1153;0.03941;0.02064;0.04226;0.07145
1154;0.03878;0.01311;0.04101;0.06257
1155;0.03878;0.009;0.0391;0.07476
1156;0.0382;0.00858;0.03877;0.08492
1157;0.0388;0.00894;0.03778;0.09519
1158;0.04;0.01544;0.04005;0.11909
1159;0.05172;0.02614;0.04596;0.14099
1160;0.05737;0.03593;0.06016;0.18505
1161;0.05601;0.03455;0.0619;0.18928
1162;0.05261;0.02662;0.05915;0.17324
1163;0.04843;0.01173;0.05096;0.15
1164;0.04481;0.01091;0.04846;0.13099
1165;0.04309;0.01046;0.04538;0.12317
1166;0.04291;0.01047;0.04353;0.10681
1167;0.04473;0.01134;0.04361;0.09989
1168;0.04735;0.02481;0.04264;0.09926
1169;0.0509;0.02914;0.04349;0.09742
1170;0.05294;0.03496;0.0476;0.11384
1171;0.05694;0.03888;0.054;0.1309
1172;0.05576;0.03851;0.04838;0.14049
1173;0.05191;0.0324;0.042;0.11587
1174;0.04398;0.02582;0.03942;0.10975
1175;0.04223;0.02521;0.03759;0.11566
1176;0.03587;0.02122;0.03641;0.09246
1177;0.03609;0.023;0.0371;0.07373
1178;0.03543;0.0226;0.03702;0.05432
1179;0.03542;0.02018;0.03694;0.01663
1180;0.036;0.01948;0.03603;0.01438
1181;0.03608;0.02208;0.0367;0.01096
1182;0.0381;0.02552;0.03896;0.00906
1183;0.04495;0.02962;0.04363;0.0001
1184;0.04868;0.03653;0.05594;0.00362
1185;0.04676;0.03898;0.06039;0.00942
1186;0.04422;0.03899;0.058;0.00194
1187;0.04137;0.037;0.0527;0
1188;0.03645;0.034;0.04762;-0.00008
1189;0.03631;0.02769;0.04618;-0.00035
1190;0.03641;0.02568;0.0434;-0.00052
1191;0.03809;0.02509;0.04359;-0.00008
1192;0.03887;0.02685;0.04992;0.00008
1193;0.0429;0.03275;0.05684;0.01569
1194;0.05092;0.03693;0.06099;0.09995
1195;0.05409;0.04465;0.06253;0.12197
1196;0.05242;0.04338;0.05797;0.11263
1197;0.0449;0.03694;0.04904;0.10252
1198;0.04163;0.03391;0.04586;0.10189
1199;0.03974;0.0321;0.04606;0.10199
1200;0.03569;0.02791;0.04168;0.10093
1201;0.03526;0.02645;0.03951;0.10438
1202;0.03488;0.02501;0.03766;0.0999
1203;0.03295;0.02456;0.03635;0.09871
1204;0.03506;0.0241;0.03502;0.09201
1205;0.03606;0.0242;0.03502;0.08853
1206;0.03806;0.02495;0.03295;0.08717
1207;0.04912;0.03465;0.03507;0.08
1208;0.05466;0.03779;0.03701;0.08008
1209;0.05458;0.04021;0.03895;0.08828
1210;0.05308;0.03697;0.03825;0.09506
1211;0.05209;0.03441;0.03353;0.09822
1212;0.04973;0.03449;0.03045;0.09509
1213;0.04374;0.03258;0.02918;0.08815
1214;0.04505;0.03011;0.02311;0.0518
1215;0.04558;0.0283;0.02036;0.04311
1216;0.04601;0.02595;0.02716;0.02124
1217;0.04979;0.02822;0.03631;0.02156
1218;0.05196;0.03111;0.04065;0.06316
1219;0.05425;0.03498;0.04491;0.07693
1220;0.05434;0.03333;0.04082;0.05128
1221;0.05075;0.02577;0.0353;0.02002
1222;0.04406;0.02331;0.02697;0.01539
1223;0.04327;0.01877;0.03208;0.04006
1224;0.04013;0.00803;0.03051;0.01462
1225;0.03713;0.00867;0.01911;0.01073
1226;0.036;0.0076;0.01695;0.00748
1227;0.03549;0.00737;0.02311;0.00571
1228;0.03536;0.00794;0.01344;0.00143
1229;0.03608;0.01078;0.01218;0.0076
1230;0.0379;0.024;0.01891;0.01437
1231;0.04535;0.02988;0.01913;0.01975
1232;0.04978;0.03808;0.02901;0.10669
1233;0.0505;0.03913;0.03136;0.11006
1234;0.0467;0.0331;0.03458;0.08828
1235;0.0432;0.0286;0.03145;0.06551
1236;0.0402;0.02707;0.03208;0.07822
1237;0.03644;0.02487;0.03268;0.09202
1238;0.03715;0.02306;0.02547;0.0999
1239;0.03913;0.02481;0.02576;0.10492
1240;0.04289;0.02564;0.03509;0.10877
1241;0.0463;0.02868;0.04342;0.10346
1242;0.05061;0.03292;0.05518;0.11778
1243;0.0531;0.03676;0.05806;0.13559
1244;0.05298;0.03771;0.05661;0.12363
1245;0.05139;0.02964;0.05011;0.11071
1246;0.04613;0.02591;0.04194;0.102
1247;0.04508;0.02457;0.04387;0.10283
1248;0.04269;0.00708;0.04064;0.09255
1249;0.04148;0.00802;0.04004;0.08999
1250;0.04032;0.00012;0.03941;0.08214
1251;0.03984;0.0001;0.03801;0.08034
1252;0.03959;0;0.03777;0.0799
1253;0.03935;-0.00299;0.03722;0.08816
1254;0.042;-0.00246;0.03929;0.09536
1255;0.0504;-0.00799;0.04949;0.11786
1256;0.05503;-0.00094;0.05785;0.18578
1257;0.05795;-0.00002;0.05899;0.21159
1258;0.05562;-0.00057;0.05504;0.18027
1259;0.05414;-0.00495;0.04688;0.14408
1260;0.05306;-0.00983;0.04552;0.13504
1261;0.05145;-0.0051;0.04452;0.12125
