Stunde;2019;2020;2021;2022
4181;0.02597;0.02704;0.07876;0.2316
4182;0.03524;0.03503;0.09147;0.30285
4183;0.04795;0.03744;0.10423;0.33517
4184;0.04278;0.03716;0.11981;0.34574
4185;0.03624;0.0349;0.11597;0.32998
4186;0.03267;0.03192;0.09999;0.30403
4187;0.03274;0.03024;0.095;0.2638
4188;0.03087;0.02879;0.09016;0.24401
4189;0.0299;0.02823;0.08805;0.24072
4190;0.02992;0.02782;0.08574;0.21481
4191;0.03141;0.02865;0.08496;0.24318
4192;0.03218;0.03;0.08775;0.24547
4193;0.03595;0.033;0.09594;0.29641
4194;0.04506;0.03659;0.10839;0.322
4195;0.05678;0.04451;0.12954;0.32994
4196;0.05401;0.04865;0.12437;0.3352
4197;0.04092;0.04129;0.10737;0.33092
4198;0.0343;0.03841;0.09432;0.32
4199;0.029;0.0343;0.08891;0.26447
4200;0.02808;0.03302;0.08463;0.26065
4201;0.0256;0.03137;0.07962;0.2369
4202;0.02448;0.02783;0.07699;0.21491
4203;0.02365;0.02676;0.07544;0.21708
4204;0.02286;0.02686;0.07577;0.20374
4205;0.02729;0.02853;0.0783;0.20906
4206;0.0335;0.03757;0.0898;0.22673
4207;0.04391;0.04171;0.10054;0.26109
4208;0.04918;0.03903;0.10551;0.26903
4209;0.04096;0.03766;0.09502;0.22826
4210;0.03777;0.03612;0.09307;0.18573
4211;0.03645;0.03521;0.08906;0.18496
4212;0.03492;0.03484;0.08645;0.19765
4213;0.0338;0.03369;0.08007;0.18043
4214;0.0339;0.03277;0.07926;0.16406
4215;0.03491;0.03272;0.07896;0.18494
4216;0.03693;0.03398;0.07983;0.22066
4217;0.04922;0.03716;0.09327;0.26907
4218;0.06153;0.04093;0.10796;0.27157
4219;0.0748;0.04711;0.10599;0.3141
4220;0.07309;0.04565;0.10908;0.32717
4221;0.06192;0.04024;0.10072;0.32268
4222;0.04627;0.03895;0.09838;0.32402
4223;0.0374;0.03398;0.08971;0.29494
4224;0.03734;0.03032;0.08894;0.28891
4225;0.03337;0.02754;0.08433;0.26133
4226;0.03331;0.02651;0.0843;0.2179
4227;0.0313;0.02575;0.08119;0.20662
4228;0.03108;0.02543;0.07548;0.19678
4229;0.03087;0.0271;0.07403;0.18025
4230;0.04445;0.03449;0.0826;0.17444
4231;0.05982;0.04073;0.08154;0.16767
4232;0.06008;0.04209;0.0828;0.15509
4233;0.04844;0.04098;0.08152;0.11214
4234;0.03809;0.03883;0.07524;0.10136
4235;0.0367;0.0365;0.07337;0.095
4236;0.03508;0.03331;0.07117;0.08302
4237;0.03309;0.03138;0.06897;0.07982
4238;0.03188;0.02994;0.06574;0.07982
4239;0.03089;0.02987;0.06487;0.11245
4240;0.03147;0.0324;0.0661;0.17623
4241;0.03427;0.03706;0.06974;0.21831
4242;0.03898;0.03955;0.08378;0.28902
4243;0.04992;0.04413;0.09424;0.32479
4244;0.04888;0.04123;0.09595;0.33338
4245;0.03897;0.04024;0.09529;0.33419
4246;0.0367;0.038;0.09103;0.33571
4247;0.03057;0.03343;0.08478;0.31587
4248;0.028;0.03247;0.07689;0.29562
4249;0.02653;0.02812;0.071;0.2637
4250;0.02503;0.02596;0.06805;0.25807
4251;0.02603;0.02559;0.06818;0.25614
4252;0.02706;0.02563;0.06816;0.25455
4253;0.03003;0.0268;0.06592;0.26887
4254;0.03572;0.03405;0.06607;0.33091
4255;0.04329;0.03894;0.06503;0.35794
4256;0.0421;0.04013;0.06229;0.37107
4257;0.0365;0.03919;0.05961;0.34838
4258;0.03456;0.03693;0.05289;0.33254
4259;0.03447;0.03464;0.05296;0.2935
4260;0.03197;0.03312;0.04958;0.268
4261;0.03093;0.03279;0.03151;0.25091
4262;0.03091;0.03242;0.02173;0.25187
4263;0.03131;0.03218;0.02718;0.25991
4264;0.03194;0.03328;0.04505;0.28857
4265;0.03598;0.03645;0.06703;0.34091
4266;0.0419;0.04043;0.08055;0.37859
4267;0.05411;0.0468;0.09085;0.4435
4268;0.05223;0.04196;0.095;0.39037
4269;0.04402;0.0399;0.09368;0.37564
4270;0.04117;0.0401;0.09291;0.37217
4271;0.03558;0.0374;0.08696;0.34781
4272;0.03144;0.03592;0.0812;0.26605
4273;0.03168;0.03068;0.07338;0.27247
4274;0.03297;0.0283;0.0702;0.25491
4275;0.03389;0.02748;0.06892;0.25631
4276;0.0328;0.02714;0.06915;0.26766
4277;0.03285;0.02682;0.074;0.28241
4278;0.04941;0.02534;0.09429;0.3591
4279;0.06198;0.02772;0.10318;0.38188
4280;0.06166;0.02844;0.09849;0.40093
4281;0.04928;0.02822;0.09424;0.37262
4282;0.04399;0.02701;0.0897;0.31399
4283;0.03953;0.025;0.08695;0.27009
4284;0.03675;0.02309;0.08674;0.25041
4285;0.03433;0.02156;0.07847;0.2597
4286;0.03389;0.01829;0.0764;0.25243
4287;0.03391;0.01752;0.0812;0.299
4288;0.0344;0.01852;0.08496;0.32402
4289;0.03904;0.02305;0.09045;0.36883
4290;0.05413;0.02708;0.09962;0.43499
4291;0.06653;0.03052;0.12396;0.4709
4292;0.06606;0.03228;0.11796;0.45314
4293;0.05473;0.03296;0.09898;0.41092
4294;0.04854;0.03291;0.09749;0.39638
4295;0.03905;0.02809;0.08959;0.33723
4296;0.03524;0.02393;0.08103;0.27506
4297;0.03163;0.02103;0.07633;0.26127
4298;0.02988;0.0169;0.07498;0.24647
4299;0.02913;0.01426;0.07345;0.238
4300;0.02952;0.01548;0.07452;0.24327
4301;0.02876;0.01302;0.07846;0.25402
4302;0.03006;0.01245;0.09379;0.31546
4303;0.03148;0.0126;0.10348;0.35085
4304;0.03015;0.01336;0.11103;0.38695
4305;0.03015;0.01248;0.10404;0.36541
4306;0.02807;0.01417;0.09914;0.32964
4307;0.02801;0.0159;0.09762;0.32093
4308;0.02801;0.01371;0.09525;0.30391
4309;0.02582;0.00142;0.09298;0.2914
4310;0.02506;0.00008;0.09002;0.29455
4311;0.02519;0.00054;0.08839;0.30085
4312;0.02639;0.00222;0.089;0.30891
4313;0.03018;0.0169;0.09764;0.34107
4314;0.04;0.02504;0.10004;0.36886
4315;0.05246;0.02983;0.1034;0.3909
4316;0.05623;0.03304;0.09906;0.39
4317;0.04995;0.03507;0.09633;0.3669
4318;0.04103;0.036;0.09497;0.35277
4319;0.03561;0.03114;0.08459;0.27558
4320;0.03041;0.02402;0.08082;0.28504
4321;0.0269;0.01977;0.07902;0.27258
4322;0.02155;0.01776;0.07563;0.27472
4323;0.01713;0.0174;0.07413;0.278
4324;0.01492;0.0176;0.07403;0.26763
4325;0.01016;0.01988;0.07803;0.27786
4326;0.01226;0.02652;0.09586;0.33977
4327;0.01338;0.03554;0.10215;0.36989
4328;0.01965;0.04045;0.108;0.37963
4329;0.01724;0.03881;0.10637;0.34175
4330;0.01178;0.0354;0.10756;0.29902
4331;0.00906;0.03403;0.10223;0.27402
4332;0.00006;0.02935;0.099;0.27632
4333;-0.02929;0.02263;0.09608;0.26897
4334;-0.03997;0.02198;0.09243;0.27807
4335;-0.01251;0.02102;0.08729;0.28579
4336;0.00002;0.01985;0.08736;0.32409
4337;0.02005;0.02284;0.09444;0.37244
4338;0.02883;0.03296;0.10027;0.40941
4339;0.03663;0.03495;0.09997;0.479
4340;0.03794;0.0349;0.09897;0.45
4341;0.03707;0.03463;0.09702;0.39421
4342;0.04319;0.03397;0.09601;0.35517
4343;0.03672;0.02328;0.08436;0.25808
4344;0.02898;0.02249;0.08157;0.26871
4345;0.02623;0.02102;0.0759;0.26586
4346;0.02504;0.01753;0.07373;0.26801
4347;0.02494;0.01582;0.07201;0.26612
4348;0.02604;0.01644;0.07124;0.26538
4349;0.02714;0.0191;0.07396;0.28213
4350;0.04193;0.02579;0.08491;0.35519
4351;0.0531;0.03195;0.09595;0.37885
4352;0.05285;0.02614;0.0985;0.38519
4353;0.04113;0.0171;0.0964;0.378
4354;0.03757;0.00258;0.09496;0.36006
4355;0.03285;0.00039;0.09651;0.35477
4356;0.02946;0.00092;0.09351;0.32563
4357;0.02739;-0.00008;0.09019;0.30072
4358;0.02725;0.00006;0.08567;0.26668
4359;0.027;0.00132;0.085;0.26106
4360;0.02672;0.00144;0.08568;0.22069
4361;0.0275;0.0212;0.09591;0.25995
4362;0.03103;0.02773;0.09998;0.28907
4363;0.03649;0.03338;0.10377;0.32939
4364;0.03632;0.0361;0.10034;0.35956
4365;0.03493;0.03554;0.09951;0.35691
4366;0.03724;0.03494;0.09817;0.385
4367;0.03197;0.0316;0.09199;0.3623
4368;0.0289;0.02392;0.09077;0.28572
4369;0.02697;0.02504;0.08536;0.255
4370;0.02548;0.02559;0.08218;0.2372
4371;0.02475;0.02503;0.08235;0.23071
4372;0.02491;0.02478;0.08322;0.22231
4373;0.02699;0.02589;0.08668;0.2142
4374;0.031;0.03375;0.102;0.23384
4375;0.03612;0.03797;0.112;0.24456
4376;0.0361;0.03999;0.1225;0.2086
4377;0.03333;0.03829;0.10724;0.15408
4378;0.03275;0.03706;0.10254;0.125
4379;0.0318;0.03614;0.1;0.11385
4380;0.02959;0.0284;0.09961;0.08937
4381;0.02955;0.02416;0.08984;0.07633
4382;0.02952;0.025;0.08237;0.08934
4383;0.0296;0.02641;0.08253;0.08917
4384;0.02996;0.02717;0.08257;0.13111
4385;0.03305;0.03291;0.09423;0.2403
4386;0.03802;0.03737;0.09998;0.28503
4387;0.044;0.04329;0.11;0.35
4388;0.05096;0.0408;0.10949;0.36285
4389;0.0479;0.04012;0.10555;0.35996
4390;0.04214;0.04025;0.10502;0.35344
4391;0.03705;0.03791;0.09998;0.30217
4392;0.03094;0.03453;0.09264;0.27008
4393;0.02807;0.03091;0.08439;0.23795
4394;0.0276;0.02838;0.0809;0.19908
4395;0.02737;0.0272;0.07757;0.1956
4396;0.02801;0.0279;0.07405;0.1856
4397;0.02904;0.03019;0.07406;0.18271
4398;0.03822;0.03896;0.07897;0.17671
4399;0.0476;0.04284;0.08145;0.19231
4400;0.04695;0.0473;0.08303;0.18507
4401;0.03753;0.04169;0.07934;0.17026
4402;0.03368;0.04214;0.07406;0.1282
4403;0.0334;0.04159;0.07;0.10743
4404;0.03119;0.03947;0.06704;0.0931
4405;0.03014;0.03833;0.065;0.06855
4406;0.0301;0.03594;0.0666;0.06582
4407;0.02998;0.03506;0.073;0.07446
4408;0.03008;0.03392;0.0752;0.1238
4409;0.033;0.03887;0.08545;0.17599
4410;0.03649;0.046;0.09544;0.27277
4411;0.04307;0.05265;0.10696;0.327
4412;0.04839;0.04791;0.10743;0.3401
4413;0.04007;0.04533;0.10697;0.34843
4414;0.03757;0.046;0.10695;0.34845
4415;0.03341;0.04082;0.1;0.33306
4416;0.02993;0.04046;0.09418;0.31965
4417;0.02883;0.035;0.08674;0.27783
4418;0.02806;0.03257;0.08005;0.26516
4419;0.02906;0.03127;0.07561;0.25435
4420;0.02973;0.0299;0.07503;0.25803
4421;0.03074;0.03087;0.07399;0.30244
4422;0.03699;0.03999;0.0745;0.36188
4423;0.04431;0.0471;0.07542;0.376
4424;0.03972;0.04995;0.07868;0.38517
4425;0.03477;0.04344;0.07708;0.366
4426;0.03188;0.03895;0.07524;0.2917
4427;0.03089;0.03732;0.07803;0.2213
4428;0.02973;0.03405;0.07802;0.1818
4429;0.02965;0.02888;0.074;0.18436
4430;0.02953;0.02573;0.06926;0.17235
4431;0.02964;0.02495;0.06907;0.17119
4432;0.0298;0.02422;0.07703;0.18264
4433;0.03298;0.03122;0.08307;0.2111
4434;0.03692;0.03724;0.09385;0.32999
4435;0.04358;0.03882;0.09954;0.37962
4436;0.04498;0.03697;0.1;0.39872
4437;0.0399;0.03525;0.10209;0.38552
4438;0.03906;0.03502;0.10492;0.39692
4439;0.0349;0.02918;0.09573;0.37964
4440;0.0298;0.02719;0.08155;0.35996
4441;0.029;0.02428;0.07522;0.31924
4442;0.0278;0.02107;0.07401;0.30933
4443;0.02764;0.01486;0.07201;0.30108
4444;0.0279;0.01615;0.07154;0.29991
4445;0.02908;0.01552;0.07409;0.32482
4446;0.03462;0.01446;0.09157;0.38047
4447;0.04289;0.01856;0.10193;0.41259
4448;0.04592;0.0192;0.10569;0.40961
4449;0.0434;0.00241;0.10355;0.33868
4450;0.038;0.00147;0.101;0.28372
4451;0.0366;0.00038;0.10009;0.2866
4452;0.03302;0.00002;0.09791;0.24395
4453;0.03105;-0.00471;0.09423;0.22794
4454;0.02968;0.00091;0.08893;0.21095
4455;0.02923;0.00029;0.08393;0.21306
4456;0.0304;0.01361;0.0878;0.2378
4457;0.03297;0.02195;0.09936;0.30114
4458;0.03535;0.02681;0.1056;0.33625
4459;0.04015;0.02803;0.11499;0.36398
4460;0.04586;0.02758;0.118;0.37
4461;0.04575;0.02673;0.11074;0.3704
4462;0.04207;0.028;0.10396;0.37829
4463;0.03809;0.02491;0.09458;0.36116
4464;0.03797;0.01121;0.0868;0.35139
4465;0.0341;0.00219;0.07809;0.3093
4466;0.03099;0.00008;0.07314;0.29384
4467;0.03052;-0.00005;0.07087;0.28018
4468;0.03001;-0.00382;0.06794;0.29944
4469;0.02924;-0.0135;0.07158;0.32279
4470;0.02921;-0.01491;0.08254;0.38983
4471;0.02974;-0.01345;0.09659;0.41389
4472;0.03105;-0.01387;0.09706;0.40693
4473;0.03099;-0.01454;0.08729;0.35589
4474;0.0297;-0.01701;0.0768;0.2879
4475;0.02853;-0.02693;0.07034;0.26529
4476;0.02686;-0.06302;0.06007;0.23068
4477;0.02609;-0.06455;0.05991;0.20477
4478;0.02494;-0.06499;0.05851;0.17244
4479;0.0261;-0.06496;0.06274;0.16321
4480;0.02764;-0.06459;0.06843;0.18004
4481;0.02899;-0.03697;0.07549;0.23908
4482;0.03053;-0.00444;0.09146;0.31306
4483;0.03077;0.00149;0.09994;0.37609
4484;0.02973;0.01917;0.10347;0.38746
4485;0.02934;0.02594;0.10397;0.38159
4486;0.03212;0.03024;0.10191;0.37991
4487;0.02909;0.02319;0.09128;0.27985
4488;0.02821;0.0199;0.08234;0.2675
4489;0.02598;0.00771;0.07506;0.209
4490;0.02503;0.00645;0.07507;0.19577
4491;0.02427;0.00337;0.0751;0.18958
4492;0.02336;0.00323;0.07507;0.18688
4493;0.0236;0.00561;0.07973;0.19077
4494;0.02182;0.02042;0.09646;0.2236
4495;0.02078;0.02827;0.10478;0.28238
4496;0.02411;0.02797;0.10831;0.29672
4497;0.02576;0.02189;0.10493;0.256
4498;0.02599;0.00149;0.10023;0.23548
4499;0.0264;0.0011;0.09959;0.22
4500;0.0263;0.00125;0.09765;0.20199
4501;0.02066;0.00005;0.09736;0.19048
4502;0.00939;-0.00305;0.09698;0.16562
4503;0.00677;-0.00297;0.09687;0.15907
4504;0.01212;-0.00002;0.09637;0.15502
4505;0.02562;0.00123;0.10029;0.16968
4506;0.0292;0.02796;0.11357;0.17901
4507;0.03147;0.03422;0.13348;0.19723
4508;0.03198;0.03451;0.13013;0.24242
4509;0.03306;0.03531;0.12061;0.25896
4510;0.03702;0.03594;0.11491;0.24615
4511;0.03302;0.03094;0.10365;0.19794
4512;0.03493;0.02956;0.08934;0.20008
4513;0.03011;0.02854;0.08308;0.22405
4514;0.02955;0.02796;0.08038;0.22855
4515;0.03047;0.0273;0.07962;0.22726
4516;0.03004;0.02715;0.07949;0.21033
4517;0.0301;0.0279;0.08246;0.24833
4518;0.0349;0.03383;0.10592;0.37195
4519;0.03906;0.03765;0.12046;0.41892
4520;0.03999;0.0372;0.12169;0.42067
4521;0.03859;0.03487;0.11793;0.3517
4522;0.03729;0.03082;0.11001;0.31859
4523;0.03994;0.02799;0.10836;0.27228
4524;0.03868;0.02773;0.10507;0.21505
4525;0.03509;0.02498;0.1028;0.21059
4526;0.03348;0.02436;0.10699;0.17856
4527;0.03376;0.0248;0.11569;0.20756
4528;0.03447;0.02518;0.1176;0.21002
4529;0.03492;0.03048;0.12329;0.25871
4530;0.038;0.03848;0.13799;0.31926
4531;0.0429;0.04078;0.15;0.38792
4532;0.03835;0.04084;0.147;0.41089
4533;0.03793;0.0401;0.1241;0.42259
4534;0.03943;0.04015;0.11104;0.41611
4535;0.03463;0.037;0.0967;0.372
4536;0.03156;0.03593;0.08797;0.35
4537;0.03019;0.03105;0.07807;0.28347
4538;0.02981;0.03041;0.07684;0.22132
4539;0.02943;0.02992;0.07515;0.21681
4540;0.02995;0.02955;0.07524;0.20312
4541;0.03047;0.0303;0.07781;0.20986
4542;0.03616;0.03698;0.09288;0.24195
4543;0.04395;0.043;0.10449;0.24714
4544;0.04406;0.047;0.10797;0.24143
4545;0.04109;0.0462;0.10462;0.17983
4546;0.03817;0.04444;0.10546;0.15472
4547;0.03804;0.04471;0.10238;0.13651
4548;0.03706;0.04202;0.095;0.09354
4549;0.03515;0.04109;0.09192;0.07435
4550;0.03475;0.0402;0.087;0.02194
4551;0.03424;0.03999;0.08321;0.01194
4552;0.03474;0.04002;0.0825;0.01603
4553;0.03671;0.04505;0.08815;0.06484
4554;0.04034;0.05213;0.09447;0.09002
4555;0.047;0.055;0.09768;0.09498
4556;0.0479;0.05292;0.09825;0.10086
4557;0.04599;0.04593;0.09843;0.10059
4558;0.04388;0.04549;0.09669;0.12016
4559;0.03666;0.0398;0.09198;0.07989
4560;0.03591;0.03994;0.08473;0.07712
4561;0.03354;0.03541;0.08086;0.04932
4562;0.03298;0.03266;0.07575;0.05003
4563;0.03292;0.03021;0.07404;0.03139
4564;0.0333;0.03099;0.07287;0.06331
4565;0.0335;0.03437;0.07245;0.05857
4566;0.04192;0.0429;0.07402;0.06767
4567;0.04945;0.05196;0.08002;0.04189
4568;0.0488;0.05118;0.08041;0.03675
4569;0.04399;0.04794;0.07922;0.03001
4570;0.04134;0.04708;0.07473;0.03008
4571;0.04213;0.04756;0.0685;0.04977
4572;0.03916;0.04323;0.07003;0.02
4573;0.03732;0.04253;0.06581;0.01914
4574;0.03699;0.04011;0.06883;0.01185
4575;0.03705;0.03984;0.0704;0.02131
4576;0.03884;0.0399;0.073;0.04029
4577;0.04408;0.04178;0.08131;0.07711
4578;0.04895;0.04635;0.09316;0.15713
4579;0.05319;0.0517;0.09791;0.32213
4580;0.05147;0.04739;0.09919;0.3699
4581;0.04806;0.04622;0.10005;0.37807
4582;0.04773;0.045;0.0985;0.38917
4583;0.04265;0.04191;0.095;0.37192
4584;0.03652;0.039;0.0874;0.32008
4585;0.03599;0.03462;0.07909;0.278
4586;0.03512;0.03294;0.07514;0.27596
4587;0.035;0.0311;0.07013;0.26927
4588;0.035;0.03052;0.06872;0.27215
4589;0.03596;0.03205;0.06869;0.298
4590;0.04241;0.03806;0.06863;0.39595
4591;0.05092;0.04101;0.07002;0.41508
4592;0.05194;0.04294;0.07156;0.43397
4593;0.05284;0.04254;0.072;0.41632
4594;0.05178;0.04176;0.07128;0.40498
4595;0.05399;0.03995;0.07345;0.3969
4596;0.05142;0.03843;0.073;0.38042
4597;0.05;0.03541;0.06809;0.36928
4598;0.04665;0.02954;0.064;0.33376
4599;0.04551;0.02917;0.06522;0.33261
4600;0.046;0.0305;0.06798;0.31982
4601;0.0499;0.03534;0.07375;0.37548
4602;0.0527;0.03898;0.08085;0.405
4603;0.05339;0.04079;0.09425;0.45803
4604;0.0519;0.039;0.09976;0.4699
4605;0.04904;0.039;0.1031;0.45212
4606;0.04776;0.0394;0.10363;0.45005
4607;0.04017;0.0368;0.09602;0.41915
4608;0.03894;0.03457;0.0834;0.39549
4609;0.03789;0.0299;0.07604;0.34957
4610;0.03743;0.02837;0.074;0.33004
4611;0.03733;0.02713;0.07292;0.3315
4612;0.03768;0.0261;0.07306;0.33434
4613;0.03783;0.0261;0.07612;0.3621
4614;0.04839;0.02609;0.09483;0.41964
4615;0.05391;0.02758;0.10562;0.45366
4616;0.0584;0.02909;0.10601;0.4489
4617;0.05677;0.02834;0.1018;0.38242
4618;0.0524;0.02653;0.09594;0.32874
4619;0.05097;0.02562;0.09499;0.33832
4620;0.04454;0.02329;0.09116;0.29747
4621;0.04173;0.02286;0.087;0.26007
4622;0.04073;0.02242;0.08647;0.26223
4623;0.038;0.02245;0.08889;0.28722
4624;0.03864;0.02436;0.0917;0.31481
4625;0.04191;0.0265;0.09993;0.3959
4626;0.0509;0.03042;0.10845;0.42908
4627;0.05394;0.034;0.12049;0.48159
4628;0.05392;0.03615;0.11241;0.50669
4629;0.04831;0.03591;0.1039;0.48
4630;0.04388;0.03773;0.10226;0.47
4631;0.04142;0.03492;0.09544;0.40409
4632;0.04105;0.03297;0.08861;0.41605
4633;0.03838;0.02882;0.0834;0.36561
4634;0.03687;0.02619;0.08102;0.32534
4635;0.03612;0.02503;0.07696;0.33999
4636;0.03702;0.0247;0.07695;0.32504
4637;0.03536;0.0241;0.08447;0.33222
4638;0.0361;0.02168;0.09801;0.41197
4639;0.03778;0.02269;0.10403;0.435
4640;0.03846;0.01841;0.10988;0.45657
4641;0.03983;0.01804;0.106;0.42314
4642;0.03982;0.01697;0.10251;0.36576
4643;0.039;0.01607;0.10431;0.35025
4644;0.03787;0.01862;0.09939;0.27305
4645;0.0347;0.01604;0.09796;0.2461
4646;0.03394;0.01476;0.09528;0.19002
4647;0.03351;0.0158;0.09217;0.18363
4648;0.03356;0.01811;0.09192;0.21139
4649;0.03471;0.02397;0.09879;0.29448
4650;0.03691;0.02905;0.10376;0.37044
4651;0.03798;0.03512;0.105;0.4317
4652;0.03779;0.03733;0.10029;0.44822
4653;0.03772;0.03774;0.09852;0.44634
4654;0.0412;0.03708;0.09503;0.43593
4655;0.03817;0.03523;0.0861;0.37357
4656;0.03585;0.02948;0.078;0.40044
4657;0.03504;0.02603;0.0752;0.37806
4658;0.03377;0.02507;0.07286;0.34547
4659;0.03269;0.02507;0.07267;0.3341
4660;0.03215;0.0251;0.07438;0.33501
4661;0.03214;0.02651;0.07885;0.37163
4662;0.03229;0.03464;0.09534;0.42132
4663;0.03392;0.03952;0.10498;0.43331
4664;0.03546;0.03812;0.11111;0.43407
4665;0.03692;0.03768;0.11007;0.41994
4666;0.037;0.03405;0.10332;0.3799
4667;0.03716;0.0326;0.10115;0.35593
4668;0.03643;0.03113;0.09541;0.30149
4669;0.03404;0.03118;0.08855;0.27485
4670;0.03214;0.03208;0.07905;0.23944
4671;0.03204;0.03196;0.07444;0.25496
4672;0.03217;0.034;0.07118;0.2826
4673;0.03494;0.03741;0.08187;0.34637
4674;0.03784;0.0408;0.09183;0.39463
4675;0.03897;0.04556;0.09346;0.42092
4676;0.03991;0.04476;0.09433;0.43627
4677;0.03905;0.04101;0.08811;0.43393
4678;0.04372;0.04005;0.0855;0.42239
4679;0.03911;0.0364;0.07568;0.40004
4680;0.0378;0.03447;0.07795;0.35
4681;0.03658;0.02979;0.07683;0.32007
4682;0.03645;0.02816;0.07581;0.29849
4683;0.03516;0.02774;0.07572;0.30501
4684;0.03493;0.02745;0.078;0.30755
4685;0.03684;0.02852;0.08144;0.33
4686;0.04491;0.03585;0.09774;0.4049
4687;0.05002;0.04291;0.105;0.42992
4688;0.05006;0.03893;0.105;0.41665
4689;0.04794;0.03663;0.10317;0.33406
4690;0.0462;0.03615;0.10123;0.26245
4691;0.0453;0.03652;0.10083;0.24392
4692;0.044;0.03698;0.09479;0.2181
4693;0.041;0.03697;0.09086;0.19
4694;0.03856;0.03657;0.085;0.1918
4695;0.03778;0.03657;0.07998;0.22215
4696;0.03726;0.0362;0.07812;0.22539
4697;0.03777;0.03869;0.09061;0.33535
4698;0.04256;0.04474;0.09464;0.40907
4699;0.04594;0.04597;0.0967;0.42186
4700;0.04408;0.04608;0.0963;0.43045
4701;0.04344;0.04198;0.09191;0.43399
4702;0.0446;0.04143;0.09086;0.43289
4703;0.03816;0.03702;0.08517;0.40409
4704;0.03682;0.03555;0.07914;0.38491
4705;0.03627;0.03022;0.07491;0.34996
4706;0.03493;0.03;0.07313;0.2898
4707;0.03389;0.02873;0.07181;0.25286
4708;0.03313;0.02984;0.07262;0.23619
4709;0.03511;0.03429;0.07673;0.2331
4710;0.03921;0.04105;0.09388;0.21155
4711;0.04695;0.04891;0.10187;0.19974
4712;0.04914;0.05738;0.10159;0.13993
4713;0.04795;0.0479;0.09791;0.05249
4714;0.04713;0.04607;0.09337;0.03553
4715;0.04692;0.05095;0.09042;0.00107
4716;0.04207;0.04657;0.08906;0.00007
4717;0.0399;0.04378;0.07801;-0.00005
4718;0.03946;0.04186;0.07415;-0.0001
4719;0.03904;0.0421;0.07028;0
4720;0.0393;0.0394;0.07126;0.00103
4721;0.04538;0.04171;0.07791;0.03166
4722;0.04881;0.04452;0.09;0.14375
4723;0.05264;0.0473;0.09693;0.2643
4724;0.05196;0.04493;0.09693;0.33425
4725;0.04919;0.04791;0.0949;0.34413
4726;0.049;0.04209;0.09117;0.35755
4727;0.04519;0.03797;0.08117;0.33177
4728;0.04002;0.03619;0.07287;0.29006
4729;0.03887;0.0325;0.07001;0.2408
4730;0.03812;0.02984;0.06602;0.20064
4731;0.03728;0.02897;0.06038;0.19263
4732;0.0379;0.02935;0.05748;0.19381
4733;0.0391;0.03229;0.05686;0.19046
4734;0.04403;0.04311;0.06227;0.19502
4735;0.05392;0.0509;0.07008;0.19014
4736;0.0548;0.05618;0.07556;0.18951
4737;0.05023;0.05804;0.07384;0.164
4738;0.04878;0.0587;0.0701;0.11577
4739;0.0477;0.05387;0.06672;0.11021
4740;0.045;0.05262;0.05565;0.08759
4741;0.04314;0.04441;0.04823;0.07292
4742;0.04052;0.04393;0.03008;0.04002
4743;0.04055;0.04403;0.01692;0.08342
4744;0.0416;0.04401;0.02901;0.1093
4745;0.048;0.04892;0.05107;0.20089
4746;0.052;0.04538;0.06803;0.34442
4747;0.05401;0.04839;0.07756;0.41501
4748;0.05503;0.05456;0.08106;0.4264
4749;0.05407;0.04843;0.07811;0.43495
4750;0.05064;0.0431;0.07562;0.43002
4751;0.0459;0.03898;0.06703;0.40657
4752;0.04047;0.03648;0.0623;0.38977
4753;0.039;0.03185;0.05575;0.32849
4754;0.03782;0.02951;0.05086;0.29923
4755;0.0378;0.02868;0.05017;0.28244
4756;0.03768;0.02876;0.04549;0.28708
4757;0.03787;0.03255;0.04633;0.30511
4758;0.0438;0.04032;0.05083;0.39311
4759;0.04973;0.04274;0.05549;0.42494
4760;0.04896;0.04486;0.05482;0.40182
4761;0.0475;0.04272;0.04657;0.37393
4762;0.04491;0.04125;0.03533;0.32403
4763;0.04349;0.04138;0.02578;0.30344
4764;0.04041;0.03901;0.01956;0.29135
4765;0.03925;0.037;0.0001;0.27157
4766;0.03899;0.03574;-0.00104;0.27789
4767;0.03972;0.03455;-0.005;0.27997
4768;0.03921;0.03495;0.00001;0.38625
4769;0.04791;0.038;0.0225;0.45542
4770;0.04994;0.04101;0.05802;0.51256
4771;0.05479;0.04201;0.07462;0.63764
4772;0.05402;0.04124;0.07992;0.67954
4773;0.0494;0.04031;0.08503;0.6
4774;0.04801;0.04093;0.09419;0.53013
4775;0.04373;0.036;0.09113;0.46986
4776;0.03786;0.03457;0.0731;0.40246
4777;0.03706;0.03054;0.0672;0.36899
4778;0.037;0.02762;0.0644;0.33639
4779;0.03666;0.02663;0.06483;0.32524
4780;0.03668;0.026;0.06572;0.31872
4781;0.03787;0.02575;0.07348;0.35098
4782;0.04284;0.0258;0.0953;0.44
4783;0.05207;0.0265;0.1;0.48343
4784;0.05248;0.02687;0.10505;0.45295
4785;0.04943;0.02673;0.09899;0.3856
4786;0.04786;0.02435;0.095;0.36407
4787;0.04703;0.02399;0.0931;0.34288
4788;0.04401;0.02309;0.08936;0.34433
4789;0.03959;0.02315;0.08348;0.33953
4790;0.0394;0.02312;0.0784;0.32272
4791;0.0392;0.02347;0.07795;0.34817
4792;0.03936;0.02415;0.08511;0.38001
