Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last ;Außentemperatur
09.06. 11:00;0,097323;3,9371;3,8398;0,86;15,03
09.06. 12:00;0,84581;3,9683;3,1225;0,76;15,77
09.06. 13:00;0,90886;3,5736;2,6647;0,65;16,21
09.06. 14:00;0,93763;3,3058;2,3682;0,56;16,5
09.06. 15:00;0,05294;2,5857;2,5328;0,48;16,57
09.06. 16:00;0,44293;2,1014;1,6585;0,44;16,49
09.06. 17:00;1,0244;1,3744;0,35001;0,54;16,18
09.06. 18:00;0,63292;0,77632;0,1434;0,56;15,71
09.06. 19:00;0,094807;0,18149;0,086688;0,61;15,08
09.06. 20:00;0,134;0;0;0,62;14,44
09.06. 21:00;1,2878;0;0;0,51;13,58
09.06. 22:00;0,76913;0;0;0,38;13,19
09.06. 23:00;0,21808;0;0;0,27;12,57
10.06. 00:00;0,015998;0;0;0,17;12,06
10.06. 01:00;0,016313;0;0;0,11;11,39
10.06. 02:00;0,016335;0;0;0,06;11,2
10.06. 03:00;0,16834;0;0;0,03;10,98
10.06. 04:00;0,016148;0;0;0,06;10,97
10.06. 05:00;0,016252;0,17681;0,16056;0,06;11,43
10.06. 06:00;0,016454;0,86366;0,8472;0,08;12,13
10.06. 07:00;0,20195;1,5805;1,3785;0,17;12,93
10.06. 08:00;0,16788;2,0811;1,9132;0,44;13,66
10.06. 09:00;0,016171;2,9962;2,98;0,83;14,54
10.06. 10:00;0,016566;3,2257;3,2091;0,87;15,29
10.06. 11:00;0,016057;3,5412;3,5252;0,9;15,9
10.06. 12:00;0,016169;3,9668;3,9506;0,81;16,48
10.06. 13:00;0,16706;3,5078;3,3407;0,61;16,82
10.06. 14:00;0,016085;3,0867;3,0706;0,57;16,99
10.06. 15:00;0,016099;2,6801;2,664;0,46;17,03
10.06. 16:00;0,016223;2,1996;2,1834;0,48;16,94
10.06. 17:00;1,8179;1,3925;0;0,51;16,61
10.06. 18:00;1,1537;0,74468;0;0,53;16,12
10.06. 19:00;0,072837;0,13432;0,061481;0,59;15,53
10.06. 20:00;0,48721;0;0;0,56;14,86
10.06. 21:00;0,73014;0;0;0,48;14,35
10.06. 22:00;0,1373;0;0;0,37;13,83
10.06. 23:00;0,1658;0;0;0,25;13,32
11.06. 00:00;0,016153;0;0;0,17;12,81
11.06. 01:00;0,016189;0;0;0,1;12,89
11.06. 02:00;0,016262;0;0;0,03;12,89
11.06. 03:00;0,016101;0;0;0,03;12,82
11.06. 04:00;0,16306;0;0;0,09;12,84
11.06. 05:00;0,015969;0,093538;0,077569;0,26;13,22
11.06. 06:00;0,19999;0,66385;0,46386;0,75;13,83
11.06. 07:00;0,6246;1,2994;0,67485;0,74;14,58
11.06. 08:00;0,095315;1,9118;1,8165;0,64;15,41
11.06. 09:00;0,16357;2,1571;1,9935;0,52;16,03
11.06. 10:00;0,016151;2,5706;2,5545;0,46;16,64
11.06. 11:00;0,016332;2,9896;2,9733;0,41;17,24
11.06. 12:00;0,016304;3,1496;3,1332;0,4;17,76
11.06. 13:00;0,016149;3,2336;3,2175;0,38;18,19
11.06. 14:00;0,16866;2,9887;2,8201;0,37;18,48
11.06. 15:00;0,016111;2,4043;2,3882;0,35;18,58
11.06. 16:00;0,016161;1,6769;1,6607;0,35;18,42
11.06. 17:00;0,18815;1,271;1,0828;0,49;18,23
11.06. 18:00;1,8284;0,72318;0;0,52;17,85
11.06. 19:00;0,85911;0,1089;0;0,72;17,34
11.06. 20:00;0,12411;0;0;0,75;16,81
11.06. 21:00;0,13824;0;0;0,74;16,13
11.06. 22:00;0,067232;0;0;0,42;15,45
11.06. 23:00;0,016214;0;0;0,26;14,7
12.06. 00:00;0,1692;0;0;0,16;14,08
12.06. 01:00;0,016087;0;0;0,09;13,48
12.06. 02:00;0,01609;0;0;0,03;13,14
12.06. 03:00;0,016245;0;0;0,03;12,9
12.06. 04:00;0,01619;6,20E-05;0;0,09;12,92
12.06. 05:00;0,1658;0,26629;0,10049;0,25;13,52
12.06. 06:00;0,23007;0,83769;0,60762;0,73;14,15
12.06. 07:00;0,42349;1,691;1,2675;0,76;15,02
12.06. 08:00;0,040486;2,6042;2,5637;0,59;16,03
12.06. 09:00;0,01616;3,326;3,3098;0,53;16,95
12.06. 10:00;0,16368;4,1291;3,9654;0,48;17,9
12.06. 11:00;0,016224;3,7054;3,6891;0,43;18,47
12.06. 12:00;0,016077;3,7562;3,7401;0,44;18,92
12.06. 13:00;0,016329;3,9434;3,9271;0,42;19,33
12.06. 14:00;0,016008;4,1472;4,1312;0,36;19,7
12.06. 15:00;0,16485;3,3222;3,1573;0,35;19,82
12.06. 16:00;0,016298;2,302;2,2857;0,39;19,68
12.06. 17:00;0,43428;1,4023;0,96797;0,47;19,26
12.06. 18:00;0,68104;0,80491;0,12387;0,57;18,71
12.06. 19:00;0,97325;0,19112;0;0,75;18,07
12.06. 20:00;0,64666;0;0;0,75;17,4
12.06. 21:00;0,96351;0;0;0,7;16,3
12.06. 22:00;0,31927;0;0;0,4;15,2
12.06. 23:00;0,076856;0;0;0,24;14
13.06. 00:00;0,016;0;0;0,18;13,14
13.06. 01:00;0,16742;0;0;0,25;12,18
13.06. 02:00;0,016195;0;0;0,34;11,66
13.06. 03:00;0,016062;0;0;0,19;11,28
13.06. 04:00;0,016175;0,00039148;0;0,09;11,29
13.06. 05:00;0,016367;0,047407;0,03104;0,28;12,58
13.06. 06:00;0,34342;0,93635;0,59294;0,73;14,3
13.06. 07:00;0,1888;3,1061;2,9173;0,8;16,25
13.06. 08:00;0,17033;5,2343;5,0639;0,69;18,21
13.06. 09:00;0,016064;6,9881;6,972;0,55;20,1
13.06. 10:00;0,016234;8,2747;8,2585;0,47;21,84
13.06. 11:00;0,16863;9,0476;8,879;0,47;23,36
13.06. 12:00;0,016313;9,2681;9,2518;0,42;24,59
13.06. 13:00;0,016038;8,9851;8,9691;0,39;25,49
13.06. 14:00;0,01608;8,1339;8,1178;0,36;26,04
13.06. 15:00;0,016335;6,8456;6,8293;0,36;26,25
13.06. 16:00;0,1659;5,1171;4,9512;0,43;26,09
13.06. 17:00;1,8343;3,0754;1,2411;0,53;25,42
13.06. 18:00;1,1802;1,0557;0;0,63;24,34
13.06. 19:00;1,5578;0,098612;0;0,73;22,97
13.06. 20:00;0,30127;0,00054629;0;0,76;21,49
13.06. 21:00;1,2202;0;0;0,83;19,3
13.06. 22:00;0,093021;0;0;0,42;17,11
13.06. 23:00;0,016025;0;0;0,26;14,87
14.06. 00:00;0,016132;0;0;0,19;13,19
14.06. 01:00;0,01614;0;0;0,25;11,38
14.06. 02:00;0,16534;0;0;0,2;10,4
14.06. 03:00;0,01623;0;0;0,21;9,7
14.06. 04:00;0,016075;0,00045462;0;0,26;9,66
14.06. 05:00;0,016038;0,015249;0;0,28;10,92
14.06. 06:00;0,23983;0,93837;0,69855;0,83;12,56
14.06. 07:00;0,40215;3,2323;2,8301;0,85;14,41
14.06. 08:00;0,14974;5,4406;5,2909;0,74;16,33
14.06. 09:00;0,04863;7,2822;7,2335;0,59;18,12
14.06. 10:00;0,016273;8,6034;8,5871;0,5;19,76
14.06. 11:00;0,016131;9,3435;9,3274;0,44;21,16
14.06. 12:00;0,16712;9,5667;9,3996;0,48;22,27
14.06. 13:00;0,016118;9,2205;9,2044;0,42;23,07
14.06. 14:00;0,016155;8,3308;8,3146;0,39;23,52
14.06. 15:00;0,016136;6,9557;6,9395;0,36;23,63
14.06. 16:00;0,016212;5,143;5,1268;0,4;23,37
14.06. 17:00;0,26751;3,0789;2,8113;0,55;22,63
14.06. 18:00;1,3159;1,0973;0;0,64;21,5
14.06. 19:00;0,65448;0,18111;0;0,77;20,12
14.06. 20:00;0,22938;0,00015989;0;0,82;18,64
14.06. 21:00;0,23137;0;0;0,73;16,66
14.06. 22:00;0,66056;0;0;0,42;14,62
14.06. 23:00;0,42192;0;0;0,4;12,56
15.06. 00:00;0,015983;0;0;0,33;11,45
15.06. 01:00;0,016186;0;0;0,09;10,22
15.06. 02:00;0,016204;0;0;0,03;9,55
15.06. 03:00;0,168;0;0;0,03;9,06
15.06. 04:00;0,016388;0,00040477;0;0,1;9,05
15.06. 05:00;0,016194;0,091665;0,075471;0,25;10,24
15.06. 06:00;0,19745;0,99275;0,7953;0,73;11,83
15.06. 07:00;0,32796;3,03;2,702;0,74;13,67
15.06. 08:00;0,35229;5,0968;4,7445;0,68;15,62
15.06. 09:00;4,0544;6,8244;2,77;0,56;17,41
15.06. 10:00;1,5522;8,1308;6,5786;0,48;19,08
15.06. 11:00;1,0113;8,9126;7,9013;0,46;20,53
15.06. 12:00;1,0843;9,1406;8,0563;0,44;21,7
15.06. 13:00;1,3696;8,9131;7,5435;0,39;22,57
15.06. 14:00;1,3183;8,155;6,8367;0,37;23,12
15.06. 15:00;0,69391;6,8803;6,1864;0,38;23,32
15.06. 16:00;1,055;5,1572;4,1022;0,41;23,18
15.06. 17:00;3,7739;3,1419;0;0,54;22,56
15.06. 18:00;2,332;1,0726;0;0,57;21,52
15.06. 19:00;0,78356;0,066271;0;0,73;20,19
15.06. 20:00;1,1343;0,0013824;0;0,76;18,73
15.06. 21:00;0,24982;0;0;0,78;17,07
15.06. 22:00;0,31173;0;0;0,41;15,41
15.06. 23:00;0,21851;0;0;0,41;13,64
16.06. 00:00;0,016192;0;0;0,38;12,68
16.06. 01:00;0,016149;0;0;0,41;11,61
16.06. 02:00;0,016237;0;0;0,39;11,03
16.06. 03:00;0,016329;0;0;0,36;10,6
16.06. 04:00;0,16429;0,00025608;0;0,23;10,58
16.06. 05:00;0,01613;0,27341;0,25728;0,11;11,53
16.06. 06:00;0,18946;1,0538;0,86436;0,17;13,05
16.06. 07:00;0,19848;2,6813;2,4828;0,25;14,52
16.06. 08:00;0,1756;4,0359;3,8603;0,48;15,95
16.06. 09:00;0,31047;5,1169;4,8065;0,89;17,22
16.06. 10:00;0,3293;6,1595;5,8302;0,92;18,45
16.06. 11:00;0,24279;7,0523;6,8095;0,9;19,61
16.06. 12:00;0,75069;7,5287;6,778;0,81;20,62
16.06. 13:00;0,8632;7,1568;6,2936;0,68;21,32
16.06. 14:00;0,88878;6,6483;5,7595;0,62;21,77
16.06. 15:00;0,074037;5,6066;5,5326;0,57;21,94
16.06. 16:00;1,2226;4,403;3,1805;0,49;21,87
16.06. 17:00;0,40187;2,6298;2,2279;0,61;21,3
16.06. 18:00;1,0674;1,2192;0,15177;0,62;20,41
16.06. 19:00;0,71841;0,33141;0;0,69;19,32
16.06. 20:00;0,016185;0,0030384;0;0,67;18,14
16.06. 21:00;1,1025;0;0;0,53;17,26
16.06. 22:00;0,40849;0;0;0,4;16,39
16.06. 23:00;0,13885;0;0;0,26;15,52
17.06. 00:00;0,16365;0;0;0,18;15,31
17.06. 01:00;0,016312;0;0;0,12;14,96
17.06. 02:00;0,016074;0;0;0,22;14,95
17.06. 03:00;0,016169;0;0;0,35;14,81
17.06. 04:00;0,016099;0;0;0,4;14,82
17.06. 05:00;0,16946;0,03182;0;0,1;14,38
17.06. 06:00;0,19053;0,20556;0,015038;0,16;15,23
17.06. 07:00;0,16313;0,5628;0,39968;0,23;15,6
17.06. 08:00;0,061067;0,79123;0,73016;0,48;15,93
17.06. 09:00;0,016052;1,0227;1,0067;0,85;16,26
17.06. 10:00;0,16873;1,241;1,0723;0,85;16,58
17.06. 11:00;0,01616;1,5654;1,5493;0,93;16,9
17.06. 12:00;0,016278;1,5423;1,526;0,8;17,14
17.06. 13:00;0,016133;1,2381;1,222;0,69;17,25
17.06. 14:00;0,015962;1,2297;1,2138;0,57;17,33
17.06. 15:00;0,16596;1,1334;0,96749;0,55;17,25
17.06. 16:00;0,016143;0,96476;0,94861;0,5;17,37
17.06. 17:00;0,016055;0,61939;0,60333;0,57;17,19
17.06. 18:00;1,7548;0,29068;0;0,65;16,89
17.06. 19:00;0,27113;0,030883;0;0,72;15,26
17.06. 20:00;0,21385;0;0;0,7;16,19
17.06. 21:00;0,27678;0;0;0,53;16,08
17.06. 22:00;0,50323;0;0;0,39;15,94
17.06. 23:00;0,25728;0;0;0,26;15,47
18.06. 00:00;0,016321;0;0;0,3;15,93
18.06. 01:00;0,16667;0;0;0,42;15,86
18.06. 02:00;0,016033;0;0;0,32;15,82
18.06. 03:00;0,016382;0;0;0,58;15,6
18.06. 04:00;0,016076;0;0;0,41;15,26
18.06. 05:00;0,01608;0,10286;0,086776;0,32;16,17
18.06. 06:00;0,34763;0,63022;0,2826;0,79;16,75
18.06. 07:00;0,55808;1,1747;0,61665;0,82;17,31
18.06. 08:00;0,17847;1,7617;1,5832;0,7;18,07
18.06. 09:00;0,016111;2,3855;2,3694;0,61;18,89
18.06. 10:00;0,016133;2,7339;2,7178;0,53;19,58
18.06. 11:00;0,16458;2,8872;2,7226;0,48;20,16
18.06. 12:00;0,016276;3,0339;3,0176;0,5;20,66
18.06. 13:00;0,016055;2,8798;2,8637;0,42;21,01
18.06. 14:00;0,016146;2,6825;2,6664;0,44;21,24
18.06. 15:00;0,016198;2,3217;2,3055;0,44;21,34
18.06. 16:00;0,16523;1,7144;1,5492;0,46;21,27
18.06. 17:00;0,016112;1,0705;1,0544;0,58;20,97
18.06. 18:00;1,6014;0,58716;0;0,68;20,55
18.06. 19:00;1,175;0,095986;0;0,82;20,06
18.06. 20:00;0,3027;0;0;0,85;19,54
18.06. 21:00;0,48974;0;0;0,8;19,08
18.06. 22:00;0,34329;0;0;0,45;18,61
18.06. 23:00;0,11885;0;0;0,27;18,15
19.06. 00:00;0,016219;0;0;0,18;17,8
19.06. 01:00;0,016329;0;0;0,09;17,35
19.06. 02:00;0,16831;0;0;0,03;17,08
19.06. 03:00;0,015908;0;0;0,03;16,87
19.06. 04:00;0,015988;0,00051648;0;0,08;16,9
19.06. 05:00;0,015988;0,15663;0,14064;0,26;18,04
19.06. 06:00;0,19452;1,0418;0,84728;0,74;19,49
19.06. 07:00;0,46834;2,5676;2,0992;0,76;21,01
19.06. 08:00;0,13028;4,165;4,0347;0,63;22,67
19.06. 09:00;0,016374;5,6372;5,6209;0,55;24,36
19.06. 10:00;0,016252;6,6508;6,6345;0,45;25,9
19.06. 11:00;0,015928;7,7186;7,7026;0,45;27,39
19.06. 12:00;0,1688;6,787;6,6182;0,41;28,27
19.06. 13:00;0,01603;5,5455;5,5295;0,39;28,65
19.06. 14:00;0,016276;5,4358;5,4195;0,37;28,9
19.06. 15:00;0,016038;5,6636;5,6475;0,34;29,15
19.06. 16:00;0,016282;4,7015;4,6852;0,38;29,2
19.06. 17:00;1,2192;3,0584;1,8392;0,51;28,89
19.06. 18:00;1,1449;1,1077;0;0,55;28,07
19.06. 19:00;0,42496;0,11648;0;0,7;26,92
19.06. 20:00;0,30542;0,0034179;0;0,75;25,61
19.06. 21:00;1,2016;0;0;0,72;24,38
19.06. 22:00;0,36734;0;0;0,44;23,14
19.06. 23:00;0,016068;0;0;0,25;21,91
20.06. 00:00;0,016026;0;0;0,18;21,32
20.06. 01:00;0,016083;0;0;0,08;20,69
20.06. 02:00;0,016102;0;0;0,03;20,35
20.06. 03:00;0,16663;0;0;0,03;20,11
20.06. 04:00;0,016154;0;0;0,08;20,1
20.06. 05:00;0,016043;0,13191;0,11587;0,25;20,48
20.06. 06:00;0,19038;0,81067;0,62029;0,7;21,12
20.06. 07:00;0,32207;1,5397;1,2176;0,75;21,61
20.06. 08:00;0,27901;2,3113;2,0323;0,65;22,67
20.06. 09:00;0,01617;2,7006;2,6844;0,52;23,46
20.06. 10:00;0,016103;2,9566;2,9405;0,46;24,06
20.06. 11:00;0,016204;2,9599;2,9437;0,43;24,5
20.06. 12:00;0,016208;3,0413;3,0251;0,39;24,86
20.06. 13:00;0,16827;2,7093;2,5411;0,37;25,02
20.06. 14:00;0,016136;2,45;2,4339;0,35;25,13
20.06. 15:00;0,016281;2,4229;2,4067;0,36;25,19
20.06. 16:00;0,01616;2,102;2,0858;0,38;25,17
20.06. 17:00;0,91667;1,1142;0,19751;0,46;24,83
20.06. 18:00;1,036;0,5713;0;0,54;24,37
20.06. 19:00;0,98658;0,12032;0;0,73;23,86
20.06. 20:00;1,3783;0;0;0,79;23,33
20.06. 21:00;1,7302;0;0;0,7;22,2
20.06. 22:00;0,464;0;0;0,4;21,08
20.06. 23:00;0,36957;0;0;0,26;19,95
21.06. 00:00;0,016173;0;0;0,18;19,13
21.06. 01:00;0,01627;0;0;0,09;18,23
21.06. 02:00;0,016149;0;0;0,03;17,73
21.06. 03:00;0,016287;0;0;0,03;17,37
21.06. 04:00;0,16531;0,00044575;0;0,09;17,38
21.06. 05:00;0,016266;0,12521;0,10894;0,27;18,33
21.06. 06:00;0,016153;0,96912;0,95296;0,72;19,59
21.06. 07:00;0,20476;2,868;2,6633;0,68;21,14
21.06. 08:00;0,020087;4,9625;4,9424;0,65;22,82
21.06. 09:00;0,16718;6,7409;6,5737;0,52;24,47
21.06. 10:00;0,016319;8,0577;8,0413;0,46;26
21.06. 11:00;0,016198;4,0065;3,9903;0,43;26,03
21.06. 12:00;0,016004;3,7591;3,7431;0,41;25,98
21.06. 13:00;0,016079;3,5114;3,4953;0,4;25,83
21.06. 14:00;0,16623;3,1144;2,9482;0,36;25,54
21.06. 15:00;0,016231;2,629;2,6128;0,32;25,11
21.06. 16:00;0,016274;2,1719;2,1556;0,36;24,59
21.06. 17:00;1,7663;1,4499;0;0,5;23,92
21.06. 18:00;1,0125;0,81327;0;0,54;23,15
21.06. 19:00;0,65058;0,10398;0;0,68;22,3
21.06. 20:00;0,096687;0;0;0,72;21,46
21.06. 21:00;0,24397;0;0;0,76;20,52
21.06. 22:00;0,22373;0;0;0,42;19,57
21.06. 23:00;0,016322;0;0;0,25;18,63
22.06. 00:00;0,16445;0;0;0,17;18,25
22.06. 01:00;0,01607;0;0;0,08;17,84
22.06. 02:00;0,016065;0;0;0,03;17,54
22.06. 03:00;0,016389;0;0;0,03;17,44
22.06. 04:00;0,016216;0;0;0,09;17,45
22.06. 05:00;0,16864;0,20892;0,040277;0,25;17,97
22.06. 06:00;0,20467;0,85028;0,64561;0,77;18,65
22.06. 07:00;0,36787;1,5694;1,2016;0,71;19,45
22.06. 08:00;0,045225;2,2426;2,1974;0,65;20,28
22.06. 09:00;2,7601;3,003;0,24291;0,52;21,16
22.06. 10:00;2,3858;3,2645;0,87871;0,4;21,88
22.06. 11:00;2,0076;3,5808;1,5732;0,43;22,52
22.06. 12:00;1,2251;3,6167;2,3916;0,36;23,03
22.06. 13:00;0,74293;3,6176;2,8746;0,37;23,42
22.06. 14:00;0,94634;3,3763;2,4299;0,36;23,68
22.06. 15:00;4,5473;2,5871;0;0,34;23,71
22.06. 16:00;2,4374;2,0588;0;0,4;23,57
22.06. 17:00;1,4104;1,3475;0;0,49;23,22
22.06. 18:00;0,20477;0,78328;0,57851;0,59;22,73
22.06. 19:00;0,15134;0,14856;0;0,73;22,13
22.06. 20:00;0,30459;0;0;0,78;21,5
22.06. 21:00;1,0741;0;0;0,74;20,79
22.06. 22:00;0,23838;0;0;0,39;20,08
22.06. 23:00;0,13209;0;0;0,24;19,36
23.06. 00:00;0,016288;0;0;0,17;18,78
23.06. 01:00;0,16763;0;0;0,11;18,19
23.06. 02:00;0,016139;0;0;0,06;18,23
23.06. 03:00;0,015931;0;0;0,03;17,87
23.06. 04:00;0,016213;0;0;0,05;18,08
23.06. 05:00;0,016307;0,033917;0,01761;0,05;18,29
23.06. 06:00;0,3369;0,025514;0;0,07;18,33
23.06. 07:00;0,48771;0,23536;0;0,16;18,52
23.06. 08:00;0,17032;1,1715;1,0012;0,42;19,02
23.06. 09:00;0,15654;1,2712;1,1146;0,8;19,5
23.06. 10:00;0,016208;2,8582;2,842;0,84;20,41
23.06. 11:00;0,21879;3,0746;2,8559;0,94;21,17
23.06. 12:00;1,3833;2,94;1,5567;0,75;21,71
23.06. 13:00;0,25903;2,1739;1,9149;0,6;21,89
23.06. 14:00;0,087919;2,3053;2,2174;0,57;21,22
23.06. 15:00;0,33425;2,4735;2,1393;0,47;21,94
23.06. 16:00;2,0441;1,8261;0;0,48;22,29
23.06. 17:00;0,1646;1,1839;1,0193;0,5;22,22
23.06. 18:00;0,35292;0,57716;0,22424;0,58;21,94
23.06. 19:00;0,77152;0,30415;0;0,59;21,6
23.06. 20:00;0,045592;0,00014312;0;0,56;21,17
23.06. 21:00;1,2251;0;0;0,47;20,51
23.06. 22:00;0,18378;0;0;0,41;19,82
23.06. 23:00;0,015933;0;0;0,26;19,1
24.06. 00:00;0,016257;0;0;0,19;18,54
24.06. 01:00;0,016105;0;0;0,11;18,06
24.06. 02:00;0,16623;0;0;0,06;17,8
24.06. 03:00;0,016186;0;0;0,03;17,6
24.06. 04:00;0,016314;0;0;0,06;17,59
24.06. 05:00;0,016062;0,070683;0,054621;0,06;17,88
24.06. 06:00;0,19723;0,54802;0,35078;0,08;18,31
24.06. 07:00;0,51014;0,91607;0,40594;0,17;18,76
24.06. 08:00;0,059812;1,3567;1,2969;0,41;19,25
24.06. 09:00;0,016086;1,841;1,8249;0,83;19,75
24.06. 10:00;0,015993;2,3387;2,3227;0,83;20,34
24.06. 11:00;0,016187;2,4191;2,4029;0,88;20,78
24.06. 12:00;0,16963;2,6069;2,4373;0,77;21,18
24.06. 13:00;0,016162;2,5564;2,5403;0,64;21,47
24.06. 14:00;0,015929;2,5678;2,5519;0,53;21,71
24.06. 15:00;0,016299;2,04;2,0237;0,48;21,73
24.06. 16:00;0,016193;1,6005;1,5844;0,43;21,67
24.06. 17:00;1,3358;1,1954;0;0,5;20,83
24.06. 18:00;1,4144;0,6859;0;0,51;21,11
24.06. 19:00;0,24298;0,16248;0;0,61;20,6
24.06. 20:00;0,42768;0,0001649;0;0,56;20,47
24.06. 21:00;0,94594;0;0;0,48;19,48
24.06. 22:00;0,65997;0;0;0,35;18,5
24.06. 23:00;0,016137;0;0;0,26;17,52
25.06. 00:00;0,016098;0;0;0,17;16,75
25.06. 01:00;0,016178;0;0;0,09;15,91
25.06. 02:00;0,016249;0;0;0,03;15,45
25.06. 03:00;0,16809;0;0;0,03;15,07
25.06. 04:00;0,015869;0,00021738;0;0,09;15,12
25.06. 05:00;0,016178;0,27072;0,25454;0,24;16,01
25.06. 06:00;0,016068;1,0871;1,071;0,78;17,21
25.06. 07:00;0,19867;2,5433;2,3446;0,73;18,67
25.06. 08:00;0,165;3,9418;3,7768;0,68;20,15
25.06. 09:00;0,016219;5,4832;5,467;0,51;21,71
25.06. 10:00;0,016084;6,0832;6,0671;0,46;23,01
25.06. 11:00;0,016206;6,6324;6,6162;0,43;24,14
25.06. 12:00;0,016061;7,89;7,874;0,4;25,33
25.06. 13:00;0,16487;7,3652;7,2004;0,39;26,15
25.06. 14:00;0,016286;6,6576;6,6413;0,34;26,66
25.06. 15:00;0,01614;5,8251;5,809;0,35;26,91
25.06. 16:00;0,016179;4,4327;4,4165;0,36;26,88
25.06. 17:00;1,0668;2,7697;1,7029;0,47;26,39
25.06. 18:00;1,0891;1,2346;0,14545;0,51;25,53
25.06. 19:00;0,10346;0,30891;0,20545;0,72;24,44
25.06. 20:00;0,25074;0,0010323;0;0,8;23,24
25.06. 21:00;1,0104;0;0;0,68;21,73
25.06. 22:00;0,20472;0;0;0,41;20,21
25.06. 23:00;0,16738;0;0;0,27;18,7
26.06. 00:00;0,01615;0;0;0,17;17,71
26.06. 01:00;0,016234;0;0;0,09;16,63
26.06. 02:00;0,016135;0;0;0,03;16,04
26.06. 03:00;0,016266;0;0;0,03;15,63
26.06. 04:00;0,16981;6,47E-05;0;0,09;15,6
26.06. 05:00;0,016104;0,2857;0,2696;0,26;16,14
26.06. 06:00;0,19931;1,0569;0,85758;0,71;16,93
26.06. 07:00;0,35246;1,752;1,3995;0,68;17,6
26.06. 08:00;0,060977;3,0196;2,9586;0,7;18,56
26.06. 09:00;0,16856;3,9308;3,7623;0,5;19,51
26.06. 10:00;0,016068;3,5744;3,5583;0,47;20,06
26.06. 11:00;0,016145;3,1363;3,1201;0,42;20,32
26.06. 12:00;0,016209;2,1574;2,1412;0,38;20,25
26.06. 13:00;0,016196;2,9089;2,8927;0,37;20,36
26.06. 14:00;0,16778;3,3509;3,1832;0,33;20,52
26.06. 15:00;0,015937;2,0306;2,0147;0,34;20,34
26.06. 16:00;0,016127;1,9095;1,8933;0,35;20,15
26.06. 17:00;1,1649;1,4903;0,32541;0,48;19,85
26.06. 18:00;1,2309;0,57411;0;0,58;19,29
26.06. 19:00;0,42721;0,11411;0;0,71;18,75
26.06. 20:00;0,063824;0;0;0,77;18,17
26.06. 21:00;0,24064;0;0;0,72;17,16
26.06. 22:00;0,016137;0;0;0,43;16,47
26.06. 23:00;0,016304;0;0;0,24;15,62
27.06. 00:00;0,16684;0;0;0,17;15,25
27.06. 01:00;0,016015;0;0;0,09;14,33
27.06. 02:00;0,016135;0;0;0,03;14,67
27.06. 03:00;0,016062;0;0;0,03;14,68
27.06. 04:00;0,016212;0;0;0,09;14,7
27.06. 05:00;0,16806;0,10919;0;0,25;15,15
27.06. 06:00;0,20069;0,72123;0,52054;0,74;15,73
27.06. 07:00;0,76958;1,2691;0,49955;0,72;16,19
27.06. 08:00;0,3026;1,7692;1,4666;0,65;17,08
27.06. 09:00;0,13654;2,3119;2,1753;0,52;17,76
27.06. 10:00;0,16645;2,6452;2,4788;0,45;18,38
27.06. 11:00;0,016144;2,8156;2,7995;0,41;18,89
27.06. 12:00;0,016328;2,7655;2,7491;0,44;19,28
27.06. 13:00;0,016158;2,4971;2,481;0,4;19,51
27.06. 14:00;0,016182;2,3805;2,3643;0,35;19,67
27.06. 15:00;0,16476;2,029;1,8642;0,36;19,72
27.06. 16:00;0,016214;1,6245;1,6083;0,38;19,65
27.06. 17:00;0,016113;1,0912;1,0751;0,49;19,36
27.06. 18:00;1,168;0,56071;0;0,56;19,03
27.06. 19:00;1,2723;0,13192;0;0,72;18,6
27.06. 20:00;0,24823;0;0;0,77;18,13
27.06. 21:00;0,14021;0;0;0,7;16,79
27.06. 22:00;0,23043;0;0;0,39;15,44
27.06. 23:00;0,016132;0;0;0,25;14
28.06. 00:00;0,016198;0;0;0,16;12,71
28.06. 01:00;0,1624;0;0;0,08;11,31
28.06. 02:00;0,016071;0;0;0,02;10,55
28.06. 03:00;0,016199;0;0;0,03;10,01
28.06. 04:00;0,016234;0,00020176;0;0,08;9,98
28.06. 05:00;0,01597;0,091707;0,075737;0,25;11,09
28.06. 06:00;0,33907;0,90422;0,56516;0,78;12,61
28.06. 07:00;0,33151;2,8863;2,5548;0,7;14,37
28.06. 08:00;0,030369;4,9381;4,9077;0,66;16,25
28.06. 09:00;0,016049;6,6474;6,6314;0,53;18
28.06. 10:00;0,016435;7,9875;7,9711;0,45;19,65
28.06. 11:00;0,16615;8,8294;8,6633;0,42;21,1
28.06. 12:00;0,016091;9,131;9,1149;0,39;22,3
28.06. 13:00;0,015948;8,8484;8,8324;0,39;23,17
28.06. 14:00;0,015964;8,1486;8,1326;0,32;23,73
28.06. 15:00;0,016135;6,9679;6,9517;0,34;23,97
28.06. 16:00;0,16303;5,2986;5,1356;0,38;23,89
28.06. 17:00;1,6831;3,2555;1,5724;0,48;23,32
28.06. 18:00;1,01;1,145;0,13499;0,53;22,33
28.06. 19:00;1,0485;0,038852;0;0,72;21,05
28.06. 20:00;0,95153;0,0029734;0;0,78;19,6
28.06. 21:00;0,57459;0;0;0,69;17,58
28.06. 22:00;0,26131;0;0;0,4;15,55
28.06. 23:00;0,016096;0;0;0,24;13,4
29.06. 00:00;0,016124;0;0;0,16;12,05
29.06. 01:00;0,016278;0;0;0,09;10,57
29.06. 02:00;0,16824;0;0;0,03;9,77
