Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last 
16.07. 12:00;0,016184;0,57937;0,56319;0,6
16.07. 13:00;0,016152;0,56641;0,55026;0,6
16.07. 14:00;0,16899;0,54291;0,37392;0,6
16.07. 15:00;0,016248;0,45129;0,43504;0,6
16.07. 16:00;0,016204;0,26681;0,25061;0,6
16.07. 17:00;1,1586;0,11713;0;0,7
16.07. 18:00;0,84357;0,034067;0;0,7
16.07. 19:00;0,16588;0,00342;0;0,8
16.07. 20:00;0,061435;0;0;0,9
16.07. 21:00;0,19576;0;0;0,8
16.07. 22:00;0,22881;0;0;0,6
16.07. 23:00;0,016126;0;0;0,5
17.07. 00:00;0,16492;0;0;0,4
17.07. 01:00;0,016166;0;0;0,4
17.07. 02:00;0,016158;0;0;0,3
17.07. 03:00;0,016138;0;0;0,3
17.07. 04:00;0,01628;0;0;0,4
17.07. 05:00;0,16679;0,14573;0;0,5
17.07. 06:00;0,19667;0,79346;0,59679;0,8
17.07. 07:00;0,32305;2,4831;2,16;0,8
17.07. 08:00;0,024307;3,2356;3,2113;0,8
17.07. 09:00;0,01633;3,4886;3,4723;0,7
17.07. 10:00;0,16577;2,946;2,7803;0,7
17.07. 11:00;0,016108;3,4185;3,4024;0,6
17.07. 12:00;0,016258;3,4509;3,4346;0,6
17.07. 13:00;0,016216;5,2149;5,1987;0,6
17.07. 14:00;0,016127;7,2595;7,2434;0,6
17.07. 15:00;0,16631;6,2851;6,1188;0,5
17.07. 16:00;0,01623;5,695;5,6787;0,6
17.07. 17:00;1,8609;2,7429;0,88194;0,7
17.07. 18:00;1,027;0,86895;0;0,7
17.07. 19:00;0,18422;0,21128;0,027065;0,8
17.07. 20:00;0,45866;0,00010219;0;0,9
17.07. 21:00;1,1369;0;0;0,9
17.07. 22:00;0,31881;0;0;0,6
17.07. 23:00;0,016023;0;0;0,5
18.07. 00:00;0,016128;0;0;0,7
18.07. 01:00;0,16355;0;0;0,4
18.07. 02:00;0,016125;0;0;0,9
18.07. 03:00;0,016007;0;0;1,2
18.07. 04:00;0,016085;0;0;1,4
18.07. 05:00;0,01621;0,12249;0,10628;0,9
18.07. 06:00;0,34935;0,86295;0,51361;1,1
18.07. 07:00;0,33175;2,3238;1,9921;1,1
18.07. 08:00;0,11155;2,8224;2,7109;1
18.07. 09:00;0,016171;4,0876;4,0714;0,8
18.07. 10:00;0,016289;4,512;4,4957;0,8
18.07. 11:00;0,16655;5,8038;5,6372;0,8
18.07. 12:00;0,016274;4,7999;4,7836;0,7
18.07. 13:00;0,016173;5,6332;5,6171;0,7
18.07. 14:00;0,016239;2,5734;2,5571;0,7
18.07. 15:00;0,016267;1,5094;1,4931;0,7
18.07. 16:00;0,16634;2,7001;2,5338;0,7
18.07. 17:00;1,2979;2,6334;1,3355;0,8
18.07. 18:00;0,66077;1,128;0,46723;0,8
18.07. 19:00;0,55758;0,050003;0;1
18.07. 20:00;2,0114;0,0015625;0;1
18.07. 21:00;0,32298;0;0;1
18.07. 22:00;0,49531;0;0;0,7
18.07. 23:00;0,46234;0;0;0,5
19.07. 00:00;0,016209;0;0;0,4
19.07. 01:00;0,016055;0;0;0,4
19.07. 02:00;0,16465;0;0;0,3
19.07. 03:00;0,016031;0;0;0,3
19.07. 04:00;0,016142;0;0;0,4
19.07. 05:00;0,01597;0,044885;0,028915;0,5
19.07. 06:00;0,1894;0,71775;0,52834;0,9
19.07. 07:00;0,45256;2,308;1,8555;0,8
19.07. 08:00;0,016163;4,1388;4,1227;0,8
19.07. 09:00;0,016158;5,1794;5,1633;0,7
19.07. 10:00;0,016288;6,7203;6,704;0,6
19.07. 11:00;0,016074;6,4766;6,4605;0,6
19.07. 12:00;0,16589;7,5429;7,377;0,6
19.07. 13:00;0,016171;7,0355;7,0194;0,6
19.07. 14:00;0,016171;5,7429;5,7267;0,6
19.07. 15:00;0,016125;4,7863;4,7702;0,6
19.07. 16:00;0,015943;3,4046;3,3886;0,6
19.07. 17:00;1,0222;2,519;1,4968;0,7
19.07. 18:00;1,1317;1,1034;0;0,7
19.07. 19:00;0,24877;0,22362;0;0,8
19.07. 20:00;0,30227;0,00016151;0;0,8
19.07. 21:00;0,41503;0;0;0,9
19.07. 22:00;0,30252;0;0;0,6
19.07. 23:00;0,016239;0;0;0,5
20.07. 00:00;0,01624;0;0;0,4
20.07. 01:00;0,015948;0;0;0,4
20.07. 02:00;0,016233;0;0;0,3
20.07. 03:00;0,16549;0;0;0,3
20.07. 04:00;0,016345;0;0;0,4
20.07. 05:00;0,016098;0,093657;0,077559;0,5
20.07. 06:00;0,19885;0,85043;0,65158;0,8
20.07. 07:00;0,6362;2,4257;1,7895;0,9
20.07. 08:00;0,20296;4,2648;4,0618;0,8
20.07. 09:00;2,4677;5,9651;3,4975;0,7
20.07. 10:00;2,5319;7,2293;4,6974;0,6
20.07. 11:00;1,7669;8,0889;6,322;0,7
20.07. 12:00;1,2123;8,4375;7,2251;0,6
20.07. 13:00;0,26336;8,1554;7,8921;0,6
20.07. 14:00;3,7023;7,4546;3,7523;0,6
20.07. 15:00;2,1392;6,2767;4,1374;0,6
20.07. 16:00;1,7203;4,7966;3,0763;0,6
20.07. 17:00;0,78059;2,9956;2,215;0,6
20.07. 18:00;0,20324;1,1633;0,96007;0,7
20.07. 19:00;0,028351;0,10452;0,076172;0,9
20.07. 20:00;0,61049;0,00014293;0;0,9
20.07. 21:00;1,1084;0;0;0,9
20.07. 22:00;0,64158;0;0;0,6
20.07. 23:00;0,16516;0;0;0,5
21.07. 00:00;0,016145;0;0;0,5
21.07. 01:00;0,016278;0;0;0,4
21.07. 02:00;0,016265;0;0;0,6
21.07. 03:00;0,016044;0;0;0,8
21.07. 04:00;0,16947;0;0;1,2
21.07. 05:00;0,016125;0,024121;0,0079964;0,9
21.07. 06:00;0,20427;0,65165;0,44738;0,5
21.07. 07:00;0,58583;2,584;1,9982;0,6
21.07. 08:00;0,016068;4,6594;4,6433;0,7
21.07. 09:00;0,16468;6,4189;6,2542;1
21.07. 10:00;0,030896;7,7468;7,7159;1
21.07. 11:00;0,43188;8,5203;8,0884;1,1
21.07. 12:00;1,4351;8,8595;7,4244;0,9
21.07. 13:00;0,76823;8,6029;7,8346;0,8
21.07. 14:00;0,45054;7,8485;7,398;0,8
21.07. 15:00;0,94987;6,6258;5,6759;0,8
21.07. 16:00;0,09887;5,0072;4,9084;0,8
21.07. 17:00;1,2683;3,0484;1,7801;0,8
21.07. 18:00;0,098005;1,0829;0,98487;0,8
21.07. 19:00;0,22522;0,065586;0;0,9
21.07. 20:00;0,14094;3,77E-05;0;0,9
21.07. 21:00;1,2414;0;0;0,8
21.07. 22:00;0,61792;0;0;0,6
21.07. 23:00;0,34232;0;0;0,5
22.07. 00:00;0,16797;0;0;0,5
22.07. 01:00;0,016034;0;0;0,4
22.07. 02:00;0,016213;0;0;0,4
22.07. 03:00;0,01634;0;0;0,3
22.07. 04:00;0,016361;0;0;0,3
22.07. 05:00;0,16973;0,0011798;0;0,4
22.07. 06:00;0,1598;0,54502;0,38522;0,4
22.07. 07:00;0,06197;2,9642;2,9023;0,4
22.07. 08:00;0,016055;5,3411;5,325;0,6
22.07. 09:00;0,016088;7,0294;7,0133;0,9
22.07. 10:00;0,16255;8,0046;7,8421;0,9
22.07. 11:00;0,016159;3,9732;3,9571;0,9
22.07. 12:00;0,016142;4,385;4,3688;0,9
22.07. 13:00;0,016058;5,1124;5,0964;0,8
22.07. 14:00;0,016109;4,164;4,1479;0,7
22.07. 15:00;0,16621;4,0485;3,8823;0,7
22.07. 16:00;0,016198;2,7633;2,7471;0,6
22.07. 17:00;1,8759;2,2856;0,40976;0,7
22.07. 18:00;1,1545;1,0867;0;0,7
22.07. 19:00;0,30489;0,23155;0;0,8
22.07. 20:00;0,33738;0;0;0,7
22.07. 21:00;0,26205;0;0;0,7
22.07. 22:00;0,11631;0;0;0,6
22.07. 23:00;0,016024;0;0;0,5
23.07. 00:00;0,01609;0;0;0,4
23.07. 01:00;0,1649;0;0;0,4
23.07. 02:00;0,016137;0;0;0,3
23.07. 03:00;0,016098;0;0;0,3
23.07. 04:00;0,016237;0;0;0,6
23.07. 05:00;0,016204;0,079906;0,063702;0,5
23.07. 06:00;0,34922;0,76707;0,41785;0,9
23.07. 07:00;0,33417;1,5412;1,207;0,9
23.07. 08:00;0,075273;2,4866;2,4114;0,8
23.07. 09:00;0,016179;3,2448;3,2286;0,7
23.07. 10:00;0,016037;3,7862;3,7702;0,7
23.07. 11:00;0,16759;4,0913;3,9237;0,7
23.07. 12:00;0,016296;4,413;4,3967;0,6
23.07. 13:00;0,016148;3,901;3,8848;0,6
23.07. 14:00;0,015988;3,5261;3,5101;0,6
23.07. 15:00;0,01613;3,2117;3,1956;0,6
23.07. 16:00;0,16454;2,5793;2,4147;0,6
23.07. 17:00;0,61224;1,6513;1,039;0,7
23.07. 18:00;1,5462;0,83621;0;0,7
23.07. 19:00;0,74217;0,11381;0;0,9
23.07. 20:00;0,31456;0;0;0,9
23.07. 21:00;0,49149;0;0;0,9
23.07. 22:00;0,074521;0;0;0,6
23.07. 23:00;0,016285;0;0;0,5
24.07. 00:00;0,016088;0;0;0,5
24.07. 01:00;0,016155;0;0;0,4
24.07. 02:00;0,16866;0;0;0,6
24.07. 03:00;0,016314;0;0;0,6
24.07. 04:00;0,016147;0;0;0,7
24.07. 05:00;0,016209;0,067349;0,05114;0,9
24.07. 06:00;0,20233;0,67174;0,46941;1,2
24.07. 07:00;0,90138;1,355;0,45362;1,3
24.07. 08:00;0,30237;2,2968;1,9945;0,9
24.07. 09:00;0,1378;3,165;3,0272;0,8
24.07. 10:00;0,015966;3,8277;3,8118;0,8
24.07. 11:00;0,01625;4,3829;4,3666;0,8
24.07. 12:00;0,16607;4,7412;4,5751;0,7
24.07. 13:00;0,015953;4,753;4,7371;0,7
24.07. 14:00;0,016324;4,0425;4,0261;0,7
24.07. 15:00;0,016182;3,3536;3,3374;0,7
24.07. 16:00;0,016196;2,5317;2,5155;0,7
24.07. 17:00;0,17017;1,7685;1,5984;0,8
24.07. 18:00;1,2176;0,99721;0;0,9
24.07. 19:00;1,542;0,18915;0;1
24.07. 20:00;0,19062;0;0;1
24.07. 21:00;0,42785;0;0;1,3
24.07. 22:00;0,65476;0;0;0,9
24.07. 23:00;0,2142;0;0;0,8
25.07. 00:00;0,016303;0;0;0,4
25.07. 01:00;0,016188;0;0;0,4
25.07. 02:00;0,016187;0;0;0,6
25.07. 03:00;0,1676;0;0;0,6
25.07. 04:00;0,016421;0;0;0,7
25.07. 05:00;0,016032;0,043716;0,027684;0,8
25.07. 06:00;0,016162;0,78309;0,76692;1,2
25.07. 07:00;0,20034;2,2812;2,0808;1,3
25.07. 08:00;0,17578;3,5102;3,3344;0,9
25.07. 09:00;0,016079;5,1181;5,102;1
25.07. 10:00;0,016251;6,0276;6,0114;0,7
25.07. 11:00;0,016298;7,4709;7,4546;0,7
25.07. 12:00;0,016121;7,1938;7,1776;0,7
25.07. 13:00;0,16323;7,6158;7,4525;0,7
25.07. 14:00;0,016059;7,2469;7,2308;0,6
25.07. 15:00;0,016041;5,4355;5,4195;0,6
25.07. 16:00;0,016148;4,6608;4,6447;0,6
25.07. 17:00;1,6502;2,7883;1,1382;0,8
25.07. 18:00;1,3707;1,1304;0;0,8
25.07. 19:00;0,60154;0,11478;0;1
25.07. 20:00;0,27373;0;0;1
25.07. 21:00;0,50162;0;0;0,9
25.07. 22:00;0,098102;0;0;0,7
25.07. 23:00;0,16667;0;0;0,5
26.07. 00:00;0,016119;0;0;0,4
26.07. 01:00;0,016141;0;0;0,4
26.07. 02:00;0,016033;0;0;0,3
26.07. 03:00;0,016274;0;0;0,3
26.07. 04:00;0,16592;0;0;0,4
26.07. 05:00;0,016254;0,0051595;0;0,5
26.07. 06:00;0,20759;0,088349;0;0,8
26.07. 07:00;0,32583;0,65431;0,32848;0,9
26.07. 08:00;0,10056;1,292;1,1914;0,8
26.07. 09:00;0,16721;1,6562;1,489;0,7
26.07. 10:00;0,016134;1,3029;1,2867;0,6
26.07. 11:00;0,016072;2,3499;2,3338;0,6
26.07. 12:00;0,01603;3,0378;3,0217;0,6
26.07. 13:00;0,01611;3,3727;3,3566;0,6
26.07. 14:00;0,16504;2,1811;2,016;0,6
26.07. 15:00;0,016204;1,7572;1,741;0,6
26.07. 16:00;0,016199;1,3564;1,3402;0,6
26.07. 17:00;1,8224;1,1398;0;0,7
26.07. 18:00;1,5;0,58568;0;0,7
26.07. 19:00;1,2402;0,053625;0;0,9
26.07. 20:00;0,91726;0;0;0,9
26.07. 21:00;0,19983;0;0;0,9
26.07. 22:00;0,25575;0;0;0,6
26.07. 23:00;0,016227;0;0;0,5
27.07. 00:00;0,16693;0;0;0,4
27.07. 01:00;0,016265;0;0;0,4
27.07. 02:00;0,016239;0;0;0,3
27.07. 03:00;0,016035;0;0;0,3
27.07. 04:00;0,016251;0;0;0,4
27.07. 05:00;0,16676;0,064288;0;0,5
27.07. 06:00;0,19396;0,012315;0;0,8
27.07. 07:00;0,29728;0,90415;0,60687;0,9
27.07. 08:00;0,61608;3,3349;2,7188;0,8
27.07. 09:00;3,5878;4,8928;1,305;0,7
27.07. 10:00;1,3965;3,4447;2,0482;0,7
27.07. 11:00;1,9713;2,4846;0,51324;0,6
27.07. 12:00;0,091774;2,5568;2,465;0,6
27.07. 13:00;0,29983;5,7476;5,4478;0,6
27.07. 14:00;0,23073;4,5958;4,3651;0,6
27.07. 15:00;2,3614;2,1023;0;0,5
27.07. 16:00;3,9815;0,37735;0;0,6
27.07. 17:00;2,4679;0,0874;0;0,7
27.07. 18:00;1,7948;0,021928;0;0,7
27.07. 19:00;0,49359;0,0014755;0;0,8
27.07. 20:00;0,18292;0;0;0,9
27.07. 21:00;0,2861;0;0;0,9
27.07. 22:00;0,031155;0;0;0,6
27.07. 23:00;0,015971;0;0;0,5
28.07. 00:00;0,015957;0;0;0,5
28.07. 01:00;0,16703;0;0;0,7
28.07. 02:00;0,016122;0;0;0,9
28.07. 03:00;0,016117;0;0;1,2
28.07. 04:00;0,016461;0;0;1,2
28.07. 05:00;0,016095;0,065047;0,048952;1
28.07. 06:00;0,35925;0,64197;0,28272;0,6
28.07. 07:00;0,34898;1,5375;1,1886;0,6
28.07. 08:00;0,37177;2,5776;2,2059;0,8
28.07. 09:00;0,20515;3,4165;3,2113;1,1
28.07. 10:00;0,24258;4,0359;3,7933;1,1
28.07. 11:00;0,53658;4,5626;4,026;1,1
28.07. 12:00;0,53386;4,5925;4,0587;1
28.07. 13:00;1,1578;4,5002;3,3424;0,9
28.07. 14:00;1,2726;3,9153;2,6427;0,8
28.07. 15:00;0,15337;3,6223;3,4689;0,8
28.07. 16:00;0,60088;2,717;2,1162;0,7
28.07. 17:00;0,38144;1,9006;1,5191;0,9
28.07. 18:00;0,87767;0,8542;0;0,9
28.07. 19:00;1,0706;0,16306;0;0,9
28.07. 20:00;0,14461;0;0;0,9
28.07. 21:00;0,47566;0;0;0,8
28.07. 22:00;0,23009;0;0;0,6
28.07. 23:00;0,016172;0;0;0,5
29.07. 00:00;0,016246;0;0;0,4
29.07. 01:00;0,016415;0;0;0,4
29.07. 02:00;0,16633;0;0;0,4
29.07. 03:00;0,016144;0;0;0,3
29.07. 04:00;0,016301;0;0;0,3
29.07. 05:00;0,016254;0,13674;0,12049;0,3
29.07. 06:00;0,1869;0,75064;0,56374;0,4
29.07. 07:00;0,20456;2,0928;1,8882;0,4
29.07. 08:00;0,074959;3,5908;3,5158;0,6
29.07. 09:00;0,016137;4,7365;4,7203;0,9
29.07. 10:00;0,28602;5,7855;5,4994;1
29.07. 11:00;0,49906;6,2437;5,7446;1
29.07. 12:00;0,61655;6,4113;5,7947;0,9
29.07. 13:00;0,016216;6,1542;6,138;0,7
29.07. 14:00;0,01613;5,4882;5,4721;0,7
29.07. 15:00;0,016045;4,5404;4,5244;0,6
29.07. 16:00;0,49362;3,4749;2,9813;0,7
29.07. 17:00;0,63102;2,2197;1,5887;0,7
29.07. 18:00;1,6367;1,0116;0;0,7
29.07. 19:00;0,59521;0,16;0;0,8
29.07. 20:00;0,13844;0;0;0,8
29.07. 21:00;0,74345;0;0;0,7
29.07. 22:00;0,74222;0;0;0,6
29.07. 23:00;0,016178;0;0;0,5
30.07. 00:00;0,015964;0;0;0,4
30.07. 01:00;0,016141;0;0;0,4
30.07. 02:00;0,016092;0;0;0,3
30.07. 03:00;0,16964;0;0;0,3
30.07. 04:00;0,016036;0;0;0,4
30.07. 05:00;0,01617;0,031285;0,015115;0,5
30.07. 06:00;0,35676;0,7284;0,37164;0,8
30.07. 07:00;0,30012;2,2366;1,9365;0,8
30.07. 08:00;0,1689;4,0256;3,8567;0,8
30.07. 09:00;0,016128;5,4718;5,4556;0,7
30.07. 10:00;0,016264;6,909;6,8928;0,6
30.07. 11:00;0,016009;7,4426;7,4266;0,6
30.07. 12:00;0,01625;7,5824;7,5661;0,6
30.07. 13:00;0,16826;7,337;7,1688;0,6
30.07. 14:00;0,016341;6,7503;6,7339;0,6
30.07. 15:00;0,016023;5,6027;5,5867;0,5
30.07. 16:00;0,016282;4,2902;4,2739;0,6
30.07. 17:00;0,99196;2,6514;1,6594;0,7
30.07. 18:00;1,3137;1,08;0;0,7
30.07. 19:00;0,07267;0,12026;0,04759;0,8
30.07. 20:00;0,12919;0;0;0,9
30.07. 21:00;1,074;0;0;0,9
30.07. 22:00;0,15959;0;0;0,6
30.07. 23:00;0,16942;0;0;0,5
31.07. 00:00;0,016005;0;0;0,4
31.07. 01:00;0,016202;0;0;0,4
31.07. 02:00;0,016248;0;0;0,3
31.07. 03:00;0,016357;0;0;0,3
31.07. 04:00;0,1687;0;0;0,4
31.07. 05:00;0,016409;0,029562;0,013153;0,5
31.07. 06:00;0,20704;0,67368;0,46664;0,9
31.07. 07:00;0,62139;2,3082;1,6868;0,8
31.07. 08:00;0,061273;4,0733;4,012;0,8
31.07. 09:00;0,1656;5,6712;5,5056;0,7
31.07. 10:00;0,016199;6,8423;6,8261;0,6
31.07. 11:00;0,016186;7,5337;7,5175;0,6
31.07. 12:00;0,016352;7,8039;7,7875;0,6
31.07. 13:00;0,016189;7,6074;7,5912;0,6
31.07. 14:00;0,16764;6,9187;6,7511;0,6
31.07. 15:00;0,016068;5,8715;5,8555;0,6
31.07. 16:00;0,016111;4,4028;4,3867;0,6
31.07. 17:00;1,175;2,6878;1,5128;0,7
31.07. 18:00;1,3413;1,0407;0;0,7
31.07. 19:00;0,28578;0,08314;0;0,9
31.07. 20:00;0,016306;0;0;0,9
31.07. 21:00;1,1414;0;0;0,9
31.07. 22:00;0,15955;0;0;0,6
31.07. 23:00;0,016274;0;0;0,5
01.08. 00:00;0,16692;0;0;0,5
01.08. 01:00;0,016086;0;0;0,4
01.08. 02:00;0,015968;0;0;0,3
01.08. 03:00;0,016172;0;0;0,3
01.08. 04:00;0,016019;0;0;0,4
01.08. 05:00;0,1664;0,027945;0;0,6
01.08. 06:00;0,20191;0,61763;0,41571;1
01.08. 07:00;0,70202;2,3608;1,6588;1
01.08. 08:00;0,12818;4,1046;3,9764;0,9
01.08. 09:00;0,015884;5,8373;5,8214;0,8
01.08. 10:00;0,16475;7,0646;6,8999;0,8
01.08. 11:00;0,016212;7,4046;7,3884;0,7
01.08. 12:00;0,016127;7,4231;7,4069;0,7
01.08. 13:00;0,016247;7,4842;7,4679;0,7
01.08. 14:00;0,016288;7,0654;7,0491;0,6
01.08. 15:00;0,16288;6,1184;5,9555;0,7
01.08. 16:00;0,016174;4,6886;4,6724;0,7
01.08. 17:00;1,6024;2,7329;1,1306;0,8
01.08. 18:00;1,0311;1,0338;0,0027078;0,8
01.08. 19:00;0,46382;0,083262;0;1
01.08. 20:00;2,3373;0;0;1,3
01.08. 21:00;0,4944;0;0;1,5
01.08. 22:00;0,34362;0;0;0,9
01.08. 23:00;0,016179;0;0;1,3
02.08. 00:00;0,01621;0;0;1,2
02.08. 01:00;0,16677;0;0;1,5
02.08. 02:00;0,016165;0;0;1,5
02.08. 03:00;0,016253;0;0;1,5
02.08. 04:00;0,016181;0;0;1,5
02.08. 05:00;0,016194;0,00096721;0;1,5
02.08. 06:00;0,32772;0,4877;0,15998;1,6
02.08. 07:00;0,33545;0,99318;0,65773;1,2
02.08. 08:00;0,022831;1,1274;1,1045;1,1
02.08. 09:00;0,016052;1,6937;1,6776;1
02.08. 10:00;0,016121;1,9707;1,9546;1
02.08. 11:00;0,16554;2,9177;2,7521;1
02.08. 12:00;0,015962;3,0021;2,9861;0,9
02.08. 13:00;0,016092;2,7202;2,7041;0,9
02.08. 14:00;0,016276;2,1428;2,1265;0,8
02.08. 15:00;0,01612;1,278;1,2618;0,9
02.08. 16:00;0,16309;0,19556;0,032474;0,8
02.08. 17:00;1,9445;0,29269;0;1
02.08. 18:00;1,1111;0,18816;0;1
02.08. 19:00;0,097622;0,047658;0;1,2
02.08. 20:00;0,82829;0;0;1,2
02.08. 21:00;0,60802;0;0;1,2
02.08. 22:00;0,49293;0;0;0,7
02.08. 23:00;0,16129;0;0;0,5
03.08. 00:00;0,016161;0;0;0,4
03.08. 01:00;0,01626;0;0;0,4
03.08. 02:00;0,16425;0;0;0,3
03.08. 03:00;0,016127;0;0;0,3
03.08. 04:00;0,016194;0;0;0,6
03.08. 05:00;0,016103;0,017393;0,0012901;0,8
03.08. 06:00;0,016417;0,51205;0,49563;0,9
03.08. 07:00;0,35767;2,6586;2,3009;0,9
03.08. 08:00;0,38953;4,8984;4,5089;0,8
03.08. 09:00;3,2266;6,8108;3,5842;0,7
03.08. 10:00;2,0615;8,4928;6,4313;0,7
03.08. 11:00;1,4597;4,6667;3,207;0,6
03.08. 12:00;3,6027;4,7842;1,1815;0,6
03.08. 13:00;3,0315;4,9187;1,8873;0,6
03.08. 14:00;1,6241;4,0522;2,4282;0,6
03.08. 15:00;1,3821;3,5731;2,1911;0,6
03.08. 16:00;0,076184;2,2383;2,1621;0,6
03.08. 17:00;1,3478;1,4953;0,1475;0,7
03.08. 18:00;1,113;0,62095;0;0,7
03.08. 19:00;0,30553;0,049522;0;0,9
03.08. 20:00;0,29158;0;0;0,9
03.08. 21:00;0,27322;0;0;0,9
03.08. 22:00;0,43127;0;0;0,6
03.08. 23:00;0,016217;0;0;0,5
04.08. 00:00;0,016097;0;0;0,4
04.08. 01:00;0,016123;0;0;0,4
04.08. 02:00;0,016144;0;0;0,4
04.08. 03:00;0,16877;0;0;0,3
04.08. 04:00;0,016152;0;0;0,3
04.08. 05:00;0,016159;0,011142;0;0,3
04.08. 06:00;0,20226;0,67536;0,4731;0,4
04.08. 07:00;0,074288;2,1922;2,118;0,4
04.08. 08:00;0,6131;4,0436;3,4305;0,6
04.08. 09:00;0,30214;5,5094;5,2073;0,9
04.08. 10:00;0,55253;6,0736;5,5211;0,9
04.08. 11:00;0,91454;6,4481;5,5336;1
04.08. 12:00;0,24913;6,5988;6,3496;0,9
04.08. 13:00;0,83313;7,5894;6,7563;0,8
04.08. 14:00;0,57123;7,0752;6,504;0,7
04.08. 15:00;0,74051;5,8518;5,1113;0,6
04.08. 16:00;1,2669;4,6333;3,3664;0,7
04.08. 17:00;0,22019;2,7433;2,5231;0,7
04.08. 18:00;0,41813;0,99634;0,57821;0,7
04.08. 19:00;1,0182;0,018314;0;0,7
04.08. 20:00;0,78602;0;0;0,7
04.08. 21:00;0,95372;0;0;0,7
04.08. 22:00;0,31798;0;0;0,6
04.08. 23:00;0,20313;0;0;0,5
05.08. 00:00;0,016286;0;0;0,4
05.08. 01:00;0,016101;0;0;0,4
05.08. 02:00;0,0162;0;0;0,4
05.08. 03:00;0,016249;0;0;0,3
05.08. 04:00;0,16816;0;0;0,3
05.08. 05:00;0,016098;0,0015219;0;0,4
05.08. 06:00;0,19402;0,30715;0,11314;0,4
05.08. 07:00;0,040191;0,79137;0,75118;0,4
05.08. 08:00;0,40663;0,86937;0,46275;0,6
05.08. 09:00;0,16505;1,7288;1,5638;0,9
05.08. 10:00;0,016213;1,9906;1,9744;0,9
05.08. 11:00;0,016291;3,8428;3,8265;0,9
05.08. 12:00;0,016092;3,1823;3,1662;0,9
05.08. 13:00;0,016268;4,8167;4,8004;0,7
05.08. 14:00;1,1886;3,8814;2,6928;0,7
05.08. 15:00;0,39596;1,9598;1,5638;0,6
05.08. 16:00;0,016128;0,67518;0,65906;0,7
05.08. 17:00;0,052979;0,073936;0,020957;0,7
05.08. 18:00;1,4736;0,55128;0;0,7
05.08. 19:00;0,89836;0,036621;0;0,7
05.08. 20:00;0,33688;0;0;0,7
05.08. 21:00;0,48856;0;0;0,7
05.08. 22:00;0,41301;0;0;0,6
05.08. 23:00;0,13775;0;0;0,5
06.08. 00:00;0,16904;0;0;0,7
06.08. 01:00;0,016297;0;0;0,9
06.08. 02:00;0,016103;0;0;0,8
06.08. 03:00;0,016203;0;0;0,9
06.08. 04:00;0,016363;0;0;1,2
06.08. 05:00;0,16988;0,00049058;0;1,2
06.08. 06:00;0,19495;0,090069;0;1,4
06.08. 07:00;0,20397;0,85219;0,64822;1,1
06.08. 08:00;0,040195;1,0102;0,96998;1
06.08. 09:00;0,37946;1,8996;1,5202;0,9
06.08. 10:00;0,39363;2,4629;2,0693;0,8
06.08. 11:00;0,016341;2,6246;2,6083;0,8
06.08. 12:00;0,016117;2,7514;2,7353;0,8
06.08. 13:00;0,95006;2,0245;1,0744;0,8
06.08. 14:00;0,24906;2,4195;2,1705;0,7
06.08. 15:00;0,45689;1,926;1,4691;0,7
06.08. 16:00;0,16039;1,3722;1,2118;0,7
06.08. 17:00;0,016139;0,73771;0,72158;0,8
06.08. 18:00;1,8589;0,016726;0;0,9
06.08. 19:00;0,26553;0,003646;0;1,1
06.08. 20:00;0,46613;0;0;1,1
06.08. 21:00;0,52812;0;0;1,1
06.08. 22:00;0,26003;0;0;0,7
06.08. 23:00;0,016121;0;0;0,5
07.08. 00:00;0,016088;0;0;0,7
07.08. 01:00;0,16385;0;0;1,2
07.08. 02:00;0,016365;0;0;0,9
07.08. 03:00;0,016181;0;0;1,1
07.08. 04:00;0,016172;0;0;0,9
07.08. 05:00;0,01607;0,0043418;0;1,3
07.08. 06:00;0,34328;0,64784;0,30457;1,2
07.08. 07:00;0,36758;1,8919;1,5243;1,2
07.08. 08:00;0,18497;3,1791;2,9942;1
07.08. 09:00;0,016096;4,1602;4,1441;0,9
07.08. 10:00;0,015935;5,279;5,2631;0,9
07.08. 11:00;0,16505;5,4411;5,2761;0,8
07.08. 12:00;0,90761;6,0852;5,1776;0,8
07.08. 13:00;0,01587;5,8494;5,8335;0,8
07.08. 14:00;0,016187;6,03;6,0138;0,8
07.08. 15:00;0,016306;5,1586;5,1423;0,7
07.08. 16:00;0,46543;3,9696;3,5042;0,8
07.08. 17:00;1,5949;2,65;1,055;0,9
07.08. 18:00;0,95296;0,94419;0;0,9
07.08. 19:00;0,15519;0,010975;0;1,2
07.08. 20:00;0,14739;0;0;1,1
07.08. 21:00;0,7792;0;0;1,1
07.08. 22:00;0,48944;0;0;0,9
07.08. 23:00;0,016145;0;0;1
08.08. 00:00;0,016037;0;0;1
08.08. 01:00;0,016049;0;0;0,9
08.08. 02:00;0,1685;0;0;0,9
08.08. 03:00;0,0163;0;0;1,4
08.08. 04:00;0,016056;0;0;1,8
08.08. 05:00;0,016168;0,0053914;0;1,5
08.08. 06:00;0,1628;0,583;0,4202;1,2
08.08. 07:00;0,2195;2,2815;2,062;1,2
08.08. 08:00;0,13683;4,3341;4,1973;1
08.08. 09:00;0,060744;5,7436;5,6828;0,9
08.08. 10:00;0,016223;6,5326;6,5163;0,9
08.08. 11:00;0,016178;7,4886;7,4724;0,8
