Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last 
16.11. 01:00;0,016179;0;0;4
16.11. 02:00;0,1681;0;0;3,9
16.11. 03:00;0,0163;0;0;4
16.11. 04:00;0,016269;0;0;4,7
16.11. 05:00;0,016087;0;0;6,3
16.11. 06:00;0,19618;0;0;9
16.11. 07:00;0,47099;0;0;8,5
16.11. 08:00;0,29628;0,0029308;0;8,2
16.11. 09:00;3,744;0,030412;0;6,7
16.11. 10:00;1,5185;0,053876;0;6,7
16.11. 11:00;1,8599;0,15907;0;6,5
16.11. 12:00;0,6254;0,36373;0;6,3
16.11. 13:00;0,75185;5,3623;4,6104;6,2
16.11. 14:00;3,7438;4,0875;0,3437;5,9
16.11. 15:00;2,2107;2,7094;0,49872;6,1
16.11. 16:00;1,5036;0,00067706;0;6,8
16.11. 17:00;1,1733;0;0;7,2
16.11. 18:00;1,1596;0;0;7,3
16.11. 19:00;0,44545;0;0;7,9
16.11. 20:00;0,35342;0;0;7,8
16.11. 21:00;0,56528;0;0;8
16.11. 22:00;0,70078;0;0;4,5
16.11. 23:00;0,30633;0;0;4,2
17.11. 00:00;0,016378;0;0;4
17.11. 01:00;0,016246;0;0;4
17.11. 02:00;0,016133;0;0;4,3
17.11. 03:00;0,16952;0;0;4,2
17.11. 04:00;0,016135;0;0;4,9
17.11. 05:00;0,015903;0;0;6,7
17.11. 06:00;0,016225;0;0;9,5
17.11. 07:00;0,19395;0;0;8,8
17.11. 08:00;0,74287;0,1431;0;8
17.11. 09:00;0,031025;1,2794;1,2484;8,2
17.11. 10:00;0,089691;2,1693;2,0796;7,3
17.11. 11:00;0,34307;3,1294;2,7863;6,8
17.11. 12:00;0,73846;2,6002;1,8617;6,7
17.11. 13:00;1,7679;1,9246;0,15677;6,3
17.11. 14:00;0,0162;1,5915;1,5753;6,2
17.11. 15:00;0,29376;0,29986;0,0060932;6,5
17.11. 16:00;1,163;0;0;6,9
17.11. 17:00;0,49772;0;0;7,3
17.11. 18:00;1,0561;0;0;8,4
17.11. 19:00;0,76738;0;0;9,1
17.11. 20:00;0,29435;0;0;8
17.11. 21:00;0,22041;0;0;8,3
17.11. 22:00;0,29582;0;0;4,9
17.11. 23:00;0,162;0;0;4,4
18.11. 00:00;0,016349;0;0;4
18.11. 01:00;0,016189;0;0;4,5
18.11. 02:00;0,016192;0;0;4,2
18.11. 03:00;0,016364;0;0;3,9
18.11. 04:00;0,16576;0;0;4,7
18.11. 05:00;0,016126;0;0;6,5
18.11. 06:00;0,19536;0;0;8,7
18.11. 07:00;0,16083;0;0;8,3
18.11. 08:00;0,16266;0,0042871;0;7,7
18.11. 09:00;0,16479;0,064861;0;6,3
18.11. 10:00;0,016184;0,17083;0,15465;6,5
18.11. 11:00;0,016311;0,29951;0,2832;5,7
18.11. 12:00;0,016281;0,30873;0,29245;6
18.11. 13:00;0,016222;0,25118;0,23496;5,2
18.11. 14:00;0,16654;0,11182;0;5,4
18.11. 15:00;0,016066;0,02715;0,011084;5,3
18.11. 16:00;0,016348;0;0;5,9
18.11. 17:00;1,7093;0;0;6,3
18.11. 18:00;0,52094;0;0;6,7
18.11. 19:00;0,25067;0;0;6,4
18.11. 20:00;0,22401;0;0;7
18.11. 21:00;1,1486;0;0;6,4
18.11. 22:00;0,25272;0;0;3,7
18.11. 23:00;0,01631;0;0;3
19.11. 00:00;0,16611;0;0;2,5
19.11. 01:00;0,016131;0;0;2,6
19.11. 02:00;0,016242;0;0;2,6
19.11. 03:00;0,016091;0;0;2,6
19.11. 04:00;0,016159;0;0;3
19.11. 05:00;0,16568;0;0;4,2
19.11. 06:00;0,02141;0;0;6
19.11. 07:00;0,52025;0;0;6,2
19.11. 08:00;0,30551;0,0031934;0;5,1
19.11. 09:00;0,064845;0,080216;0,015371;4,7
19.11. 10:00;0,16722;0,24122;0,073995;4,3
19.11. 11:00;0,016205;0,35302;0,33682;4,7
19.11. 12:00;0,016129;0,40565;0,38952;4,8
19.11. 13:00;0,016188;0,35518;0,33899;4
19.11. 14:00;0,016139;0,16136;0,14522;4,1
19.11. 15:00;0,16777;0,030597;0;4,4
19.11. 16:00;0,016008;0;0;4,4
19.11. 17:00;0,83303;0;0;4,9
19.11. 18:00;1,2599;0;0;5,6
19.11. 19:00;0,53307;0;0;5,7
19.11. 20:00;1,18;0;0;5,6
19.11. 21:00;1,6264;0;0;6,3
19.11. 22:00;0,54772;0;0;3,6
19.11. 23:00;0,50271;0;0;3,3
20.11. 00:00;0,0162;0;0;3,2
20.11. 01:00;0,16678;0;0;3,1
20.11. 02:00;0,016205;0;0;2,9
20.11. 03:00;0,016142;0;0;3,3
20.11. 04:00;0,016144;0;0;3,4
20.11. 05:00;0,016165;0;0;5,1
20.11. 06:00;0,16526;0;0;6,6
20.11. 07:00;0,15703;0;0;6,2
20.11. 08:00;0,059711;0,0017039;0;5,2
20.11. 09:00;0,016086;0,1869;0,17081;5
20.11. 10:00;0,0163;0,52746;0,51116;4,5
20.11. 11:00;0,16246;0,66726;0,50481;3,7
20.11. 12:00;0,016278;0,89757;0,88129;3,5
20.11. 13:00;0,016169;0,70981;0,69364;3,3
20.11. 14:00;0,016182;0,47586;0,45968;3
20.11. 15:00;0,016115;0,19353;0,17741;3,5
20.11. 16:00;0,1687;9,46E-05;0;4,1
20.11. 17:00;0,73558;0;0;4
20.11. 18:00;1,4702;0;0;4,6
20.11. 19:00;0,56809;0;0;5,2
20.11. 20:00;0,53476;0;0;5,5
20.11. 21:00;1,0126;0;0;5,7
20.11. 22:00;0,81166;0;0;3,5
20.11. 23:00;0,016177;0;0;3
21.11. 00:00;0,016078;0;0;3,2
21.11. 01:00;0,016212;0;0;3,2
21.11. 02:00;0,17019;0;0;3,3
21.11. 03:00;0,0162;0;0;3,2
21.11. 04:00;0,016157;0;0;4
21.11. 05:00;0,016186;0;0;5,4
21.11. 06:00;0,19886;0;0;8,1
21.11. 07:00;0,4681;0;0;7,2
21.11. 08:00;0,016069;0,017109;0,0010402;6,8
21.11. 09:00;0,015922;3,0568;3,0409;5,9
21.11. 10:00;0,016326;4,5785;4,5622;5,4
21.11. 11:00;0,016294;4,4832;4,4669;5,2
21.11. 12:00;0,16652;4,967;4,8005;5
21.11. 13:00;0,015981;5,7425;5,7265;5,2
21.11. 14:00;0,016205;4,4462;4,43;5,3
21.11. 15:00;0,016108;2,7119;2,6958;5,8
21.11. 16:00;0,016166;0,00065164;0;6,2
21.11. 17:00;0,18261;0;0;6,3
21.11. 18:00;2,0225;0;0;6,8
21.11. 19:00;0,41531;0;0;7,4
21.11. 20:00;0,23816;0;0;7,7
21.11. 21:00;0,40645;0;0;7,1
21.11. 22:00;0,27288;0;0;4,2
21.11. 23:00;0,016105;0;0;3,8
22.11. 00:00;0,016319;0;0;3,7
22.11. 01:00;0,016046;0;0;3,8
22.11. 02:00;0,016156;0;0;3,5
22.11. 03:00;0,16503;0;0;4,2
22.11. 04:00;0,01624;0;0;4,5
22.11. 05:00;0,016319;0;0;6,3
22.11. 06:00;0,20226;0;0;8,4
22.11. 07:00;0,53554;0;0;8,1
22.11. 08:00;0,45432;0,00015618;0;7,5
22.11. 09:00;0,13811;0,032688;0;6,8
22.11. 10:00;0,016178;0,054335;0,038157;5,9
22.11. 11:00;0,016254;0,12752;0,11126;6,3
22.11. 12:00;0,016151;0,05022;0,034069;5,8
22.11. 13:00;0,1686;2,801;2,6324;5,8
22.11. 14:00;0,016135;2,6391;2,6229;5,6
22.11. 15:00;0,016179;1,3384;1,3222;6
22.11. 16:00;0,016121;0,00013544;0;6,1
22.11. 17:00;0,015946;0;0;6,3
22.11. 18:00;1,5851;0;0;6,3
22.11. 19:00;1,4141;0;0;6,8
22.11. 20:00;0,43476;0;0;7,3
22.11. 21:00;0,27199;0;0;6,2
22.11. 22:00;0,29529;0;0;3,7
22.11. 23:00;0,16538;0;0;2,9
23.11. 00:00;0,016094;0;0;2,2
23.11. 01:00;0,016229;0;0;2,4
23.11. 02:00;0,016165;0;0;2,8
23.11. 03:00;0,016152;0;0;3,7
23.11. 04:00;0,16341;0;0;3,9
23.11. 05:00;0,016256;0;0;5,3
23.11. 06:00;0,1995;0;0;7,1
23.11. 07:00;0,66582;0;0;7
23.11. 08:00;0,090685;0,00024443;0;6,2
23.11. 09:00;0,75587;0,10156;0;4,9
23.11. 10:00;3,5875;0,48762;0;4,5
23.11. 11:00;1,4247;0,60352;0;4,1
23.11. 12:00;1,4728;0,56993;0;3,5
23.11. 13:00;4,216;0,49262;0;3,4
23.11. 14:00;2,2772;0,24199;0;3,8
23.11. 15:00;1,7025;0,052428;0;3,7
23.11. 16:00;1,0172;0;0;5,2
23.11. 17:00;1,7336;0;0;5,6
23.11. 18:00;1,1828;0;0;5,8
23.11. 19:00;0,55581;0;0;6,4
23.11. 20:00;0,27662;0;0;6,6
23.11. 21:00;0,29175;0;0;6,3
23.11. 22:00;0,22341;0;0;4
23.11. 23:00;0,016485;0;0;3,2
24.11. 00:00;0,16507;0;0;3
24.11. 01:00;0,016031;0;0;3
24.11. 02:00;0,016227;0;0;3,1
24.11. 03:00;0,016289;0;0;3
24.11. 04:00;0,016293;0;0;3,2
24.11. 05:00;0,16558;0;0;4,7
24.11. 06:00;0,17486;0;0;6,2
24.11. 07:00;0,26651;0;0;5,6
24.11. 08:00;0,60111;0,00018291;0;5,4
24.11. 09:00;0,015972;0,044735;0,028763;5
24.11. 10:00;0,2178;0,16587;0;5,2
24.11. 11:00;0,31606;0,29346;0;4,9
24.11. 12:00;0,3538;0,33781;0;4,3
24.11. 13:00;1,1196;0,25985;0;4,5
24.11. 14:00;0,10429;0,12874;0,02445;4,5
24.11. 15:00;0,60062;0,027845;0;4,3
24.11. 16:00;1,6209;0;0;4,4
24.11. 17:00;0,85396;0;0;4,9
24.11. 18:00;1,1193;0;0;4,7
24.11. 19:00;1,0642;0;0;5,5
24.11. 20:00;0,73456;0;0;5,4
24.11. 21:00;1,4337;0;0;5
24.11. 22:00;0,50551;0;0;3,3
24.11. 23:00;0,016144;0;0;2,8
25.11. 00:00;0,015986;0;0;2,5
25.11. 01:00;0,16556;0;0;2,7
25.11. 02:00;0,016119;0;0;2,4
25.11. 03:00;0,01624;0;0;2,6
25.11. 04:00;0,016192;0;0;3
25.11. 05:00;0,016106;0;0;4,2
25.11. 06:00;0,17843;0;0;5,6
25.11. 07:00;0,20648;0;0;5,3
25.11. 08:00;0,017417;0,0042;0;4,9
25.11. 09:00;0,016236;0,92293;0,90669;5
25.11. 10:00;0,016224;1,4599;1,4437;4,5
25.11. 11:00;0,16568;1,7733;1,6076;4,2
25.11. 12:00;0,016102;2,0596;2,0435;4,1
25.11. 13:00;0,016291;1,5703;1,554;3,6
25.11. 14:00;0,016156;0,98026;0,96411;3,3
25.11. 15:00;0,016102;0,52794;0,51184;3,9
25.11. 16:00;0,16498;0;0;3,8
25.11. 17:00;2,0684;0;0;4
25.11. 18:00;1,4632;0;0;4,4
25.11. 19:00;0,4695;0;0;4,5
25.11. 20:00;0,43965;0;0;4,8
25.11. 21:00;1,4536;0;0;4,7
25.11. 22:00;0,63573;0;0;2,7
25.11. 23:00;0,46278;0;0;1,9
26.11. 00:00;0,016146;0;0;1,7
26.11. 01:00;0,016181;0;0;1,5
26.11. 02:00;0,16571;0;0;1,6
26.11. 03:00;0,016154;0;0;1,1
26.11. 04:00;0,016102;0;0;1,3
26.11. 05:00;0,016097;0;0;2
26.11. 06:00;0,016269;0;0;3,4
26.11. 07:00;0,29775;0;0;3,2
26.11. 08:00;0,062947;0,0049477;0;3
26.11. 09:00;0,016146;2,879;2,8628;2,8
26.11. 10:00;0,01618;5,1247;5,1085;2,6
26.11. 11:00;0,016344;6,0444;6,0281;2,8
26.11. 12:00;0,16131;7,224;7,0627;3,1
26.11. 13:00;0,016019;6,2792;6,2632;2,6
26.11. 14:00;0,016095;5,634;5,6179;2,6
26.11. 15:00;0,016319;2,4193;2,403;3,1
26.11. 16:00;0,016222;0;0;3,5
26.11. 17:00;0,64731;0;0;3,9
26.11. 18:00;0,79652;0;0;4,3
26.11. 19:00;1,1018;0;0;4,6
26.11. 20:00;0,43611;0;0;4,8
26.11. 21:00;1,1067;0;0;5
26.11. 22:00;0,31575;0;0;3,7
26.11. 23:00;0,015964;0;0;3,4
27.11. 00:00;0,015992;0;0;3,7
27.11. 01:00;0,016282;0;0;3,2
27.11. 02:00;0,016084;0;0;3,4
27.11. 03:00;0,16289;0;0;3,5
27.11. 04:00;0,016256;0;0;3,7
27.11. 05:00;0,016247;0;0;4,9
27.11. 06:00;0,3062;0;0;7,1
27.11. 07:00;0,42734;0;0;6,3
27.11. 08:00;0,17476;7,95E-05;0;5,1
27.11. 09:00;0,016077;0,056365;0,040288;5,4
27.11. 10:00;0,016047;0,32838;0,31234;5,5
27.11. 11:00;0,01631;0,56225;0,54594;4,6
27.11. 12:00;0,016316;0,65461;0,63829;4,3
27.11. 13:00;0,16324;0,61299;0,44976;4,5
27.11. 14:00;0,016159;0,24603;0,22987;4,1
27.11. 15:00;0,016059;0,050262;0,034203;4,3
27.11. 16:00;0,016178;0;0;4,4
27.11. 17:00;0,98926;0;0;4,6
27.11. 18:00;1,8865;0;0;5,4
27.11. 19:00;0,3517;0;0;5,7
27.11. 20:00;0,46668;0;0;5
27.11. 21:00;0,55834;0;0;5,4
27.11. 22:00;0,58124;0;0;3
27.11. 23:00;0,41542;0;0;3,2
28.11. 00:00;0,016256;0;0;2,6
28.11. 01:00;0,016156;0;0;2,6
28.11. 02:00;0,015965;0;0;2,5
28.11. 03:00;0,016073;0;0;2,8
28.11. 04:00;0,16666;0;0;3,4
28.11. 05:00;0,016369;0;0;4,4
28.11. 06:00;0,19245;0;0;6,6
28.11. 07:00;0,20558;0;0;5,5
28.11. 08:00;0,028774;0,0040672;0;5,6
28.11. 09:00;0,1648;4,0066;3,8418;4,9
28.11. 10:00;0,016147;6,2594;6,2432;4,5
28.11. 11:00;0,01624;7,3871;7,3708;4,5
28.11. 12:00;0,016189;7,4821;7,4659;3,8
28.11. 13:00;0,016021;6,4397;6,4237;4,6
28.11. 14:00;0,16417;5,179;5,0148;4,3
28.11. 15:00;0,016324;2,8486;2,8323;4,2
28.11. 16:00;0,016207;0;0;5
28.11. 17:00;1,2449;0;0;5,3
28.11. 18:00;1,2366;0;0;5,4
28.11. 19:00;1,5471;0;0;6
28.11. 20:00;0,1843;0;0;6,1
28.11. 21:00;1,3328;0;0;6,4
28.11. 22:00;0,18703;0;0;3,8
28.11. 23:00;0,016142;0;0;3,6
29.11. 00:00;0,16656;0;0;3,5
29.11. 01:00;0,016165;0;0;3,7
29.11. 02:00;0,016226;0;0;4
29.11. 03:00;0,016231;0;0;3,9
29.11. 04:00;0,016224;0;0;4,4
29.11. 05:00;0,16603;0;0;7,1
29.11. 06:00;0,21134;0;0;9,4
29.11. 07:00;0,5063;0;0;8,2
29.11. 08:00;0,2345;0,00052724;0;7
29.11. 09:00;0,048221;0,57419;0,52597;6,7
29.11. 10:00;0,16502;0,97034;0,80532;6,4
29.11. 11:00;0,016137;1,3645;1,3483;5,7
29.11. 12:00;0,016122;1,231;1,2149;6
29.11. 13:00;0,01606;1,0902;1,0741;5,3
29.11. 14:00;0,016196;0,75984;0,74364;5,3
29.11. 15:00;0,16661;0,23599;0,069375;5,7
29.11. 16:00;0,016235;0;0;5,7
29.11. 17:00;1,1072;0;0;6,7
29.11. 18:00;0,48712;0;0;7,3
29.11. 19:00;1,4974;0;0;7,9
29.11. 20:00;0,84044;0;0;7,6
29.11. 21:00;1,2217;0;0;7,3
29.11. 22:00;0,2248;0;0;4,2
29.11. 23:00;0,016068;0;0;3,6
30.11. 00:00;0,016046;0;0;3,5
30.11. 01:00;0,1654;0;0;3,5
30.11. 02:00;0,016221;0;0;3,6
30.11. 03:00;0,016276;0;0;3,6
30.11. 04:00;0,016084;0;0;4,3
30.11. 05:00;0,016238;0;0;6,4
30.11. 06:00;0,3488;0;0;8,6
30.11. 07:00;0,12589;0;0;8,3
30.11. 08:00;1,4343;7,59E-05;0;7,6
30.11. 09:00;3,3396;0,13193;0;7,2
30.11. 10:00;1,3775;0,49676;0;7,1
30.11. 11:00;1,1753;0,58642;0;7,1
30.11. 12:00;3,6186;0,77733;0;6,6
30.11. 13:00;2,8167;0,48059;0;6
30.11. 14:00;2,1143;0,1329;0;6,2
30.11. 15:00;1,0158;0,031303;0;6,7
30.11. 16:00;1,712;0;0;6,8
30.11. 17:00;1,407;0;0;6,7
30.11. 18:00;0,83995;0;0;8
30.11. 19:00;1,244;0;0;8,1
30.11. 20:00;0,25352;0;0;8,6
30.11. 21:00;0,82694;0;0;8,6
30.11. 22:00;0,81312;0;0;5,1
30.11. 23:00;0,016243;0;0;4,9
01.12. 00:00;0,016196;0;0;4,4
01.12. 01:00;0,016359;0;0;4,4
01.12. 02:00;0,1673;0;0;4,5
01.12. 03:00;0,016309;0;0;4,5
01.12. 04:00;0,016176;0;0;4,9
01.12. 05:00;0,016124;0;0;7,5
01.12. 06:00;0,20692;0;0;9,9
01.12. 07:00;0,84575;0;0;10
01.12. 08:00;0,090254;5,86E-05;0;8,7
01.12. 09:00;0,30303;0,038905;0;8,1
01.12. 10:00;0,31506;0,12696;0;7,5
01.12. 11:00;0,14201;0,24424;0,10223;8,1
01.12. 12:00;1,239;0,30532;0;7,6
01.12. 13:00;0,75228;0,26509;0;7,7
01.12. 14:00;0,01632;0,10519;0,088871;7,8
01.12. 15:00;0,68382;0,019305;0;8
01.12. 16:00;1,1456;0;0;8,7
01.12. 17:00;0,93141;0;0;10,1
01.12. 18:00;1,1626;0;0;9,9
01.12. 19:00;0,36036;0;0;10,3
01.12. 20:00;0,37007;0;0;11,3
01.12. 21:00;0,25078;0;0;10
01.12. 22:00;0,19762;0;0;6,1
01.12. 23:00;0,016198;0;0;6,5
02.12. 00:00;0,016433;0;0;5,4
02.12. 01:00;0,016231;0;0;5,2
02.12. 02:00;0,016192;0;0;5,8
02.12. 03:00;0,16697;0;0;5,5
02.12. 04:00;0,016142;0;0;5,9
02.12. 05:00;0,016175;0;0;8,8
02.12. 06:00;0,19451;0;0;12
02.12. 07:00;0,74775;0;0;12,3
02.12. 08:00;0,16341;0;0;9,1
02.12. 09:00;0,016013;0,044154;0,028141;10
02.12. 10:00;0,016266;0,18504;0,16878;8,8
02.12. 11:00;0,016162;0,30347;0,28731;9,1
02.12. 12:00;0,016207;0,33177;0,31557;8,5
02.12. 13:00;0,16823;0,26856;0,10033;8,5
02.12. 14:00;0,016325;0,14622;0,12989;7,2
02.12. 15:00;0,016157;0,032233;0,016076;8,6
02.12. 16:00;0,016158;0;0;8,7
02.12. 17:00;1,5084;0;0;9,8
02.12. 18:00;1,58;0;0;10,3
02.12. 19:00;0,32983;0;0;9,9
02.12. 20:00;0,39542;0;0;11,4
02.12. 21:00;1,0745;0;0;11,4
02.12. 22:00;0,016178;0;0;6,5
02.12. 23:00;0,1656;0;0;5,1
03.12. 00:00;0,016045;0;0;4,4
03.12. 01:00;0,016064;0;0;4,8
03.12. 02:00;0,016121;0;0;4,5
03.12. 03:00;0,016077;0;0;4,7
03.12. 04:00;0,16462;0;0;5,2
03.12. 05:00;0,016103;0;0;7,1
03.12. 06:00;0,22003;0;0;10,4
03.12. 07:00;0,88211;0;0;9,9
03.12. 08:00;0,30365;0;0;8,9
03.12. 09:00;0,33081;0,012233;0;7,5
03.12. 10:00;0,016153;0,053944;0,037791;7,7
03.12. 11:00;0,016193;0,10777;0,091575;7,2
03.12. 12:00;0,016051;0,11194;0,095893;6,6
03.12. 13:00;0,016248;0,10622;0,089969;6,6
03.12. 14:00;0,16606;0,045981;0;6,8
03.12. 15:00;0,016066;0,0055651;0;6,8
03.12. 16:00;0,016307;0;0;6,9
03.12. 17:00;0,016262;0;0;7,5
03.12. 18:00;0,83008;0;0;7,9
03.12. 19:00;1,9873;0;0;8,4
03.12. 20:00;0,55915;0;0;9,3
03.12. 21:00;0,26128;0;0;8,6
03.12. 22:00;0,24268;0;0;4,9
03.12. 23:00;0,016386;0;0;4,7
04.12. 00:00;0,16654;0;0;3,9
04.12. 01:00;0,016119;0;0;4,1
04.12. 02:00;0,016225;0;0;4,2
04.12. 03:00;0,016236;0;0;4,3
04.12. 04:00;0,016123;0;0;4,9
04.12. 05:00;0,16617;0;0;8
04.12. 06:00;0,2057;0;0;10,5
04.12. 07:00;0,47799;0;0;10,1
04.12. 08:00;0,14788;0;0;8,8
04.12. 09:00;0,016053;0,038813;0,02276;8,3
04.12. 10:00;0,1658;0,23089;0,065085;8,1
04.12. 11:00;0,016251;0,40464;0,38839;8,2
04.12. 12:00;0,015958;0,49322;0,47726;8
04.12. 13:00;0,016028;0,31772;0,30169;7,6
04.12. 14:00;0,016375;0,12779;0,11141;7,5
04.12. 15:00;0,16759;0,025904;0;8,2
04.12. 16:00;0,016113;0;0;7,9
04.12. 17:00;0,79526;0;0;8,6
04.12. 18:00;1,7422;0;0;8,3
04.12. 19:00;0,55414;0;0;9,1
04.12. 20:00;0,45875;0;0;9
04.12. 21:00;0,4944;0;0;7,8
04.12. 22:00;0,14971;0;0;4,8
04.12. 23:00;0,016081;0;0;3,8
05.12. 00:00;0,01623;0;0;3,8
05.12. 01:00;0,17121;0;0;3,7
05.12. 02:00;0,016096;0;0;3,8
05.12. 03:00;0,016275;0;0;4,1
05.12. 04:00;0,016093;0;0;4,1
05.12. 05:00;0,016227;0;0;6,8
05.12. 06:00;0,36256;0;0;8,7
05.12. 07:00;0,8043;0;0;8,2
05.12. 08:00;0,10447;0,00039078;0;7,7
05.12. 09:00;0,035354;3,3401;3,3047;6,9
05.12. 10:00;0,016081;5,2472;5,2311;6,7
05.12. 11:00;0,16712;6,3536;6,1864;6,7
05.12. 12:00;0,016101;6,5636;6,5475;5,9
05.12. 13:00;0,016103;5,6573;5,6412;6,2
05.12. 14:00;0,016255;4,5854;4,5692;5,7
05.12. 15:00;0,016227;2,904;2,8877;6,3
05.12. 16:00;0,16383;0;0;6,5
05.12. 17:00;2,0954;0;0;7,2
05.12. 18:00;3,6233;0;0;7,6
05.12. 19:00;2,5663;0;0;8
05.12. 20:00;0,87306;0;0;8,6
05.12. 21:00;0,54466;0;0;8
05.12. 22:00;0,52041;0;0;4,4
05.12. 23:00;0,21905;0;0;4,7
06.12. 00:00;0,01634;0;0;4,2
06.12. 01:00;0,016188;0;0;4,2
06.12. 02:00;0,16694;0;0;4,1
06.12. 03:00;0,016196;0;0;4
06.12. 04:00;0,016278;0;0;4,9
06.12. 05:00;0,016229;0;0;7,7
06.12. 06:00;0,20112;0;0;9,8
06.12. 07:00;0,68575;0;0;9,7
06.12. 08:00;0,031454;0,00033103;0;8,5
06.12. 09:00;0,016272;4,6006;4,5843;8,6
06.12. 10:00;0,016217;6,293;6,2768;7,7
06.12. 11:00;0,016358;7,2625;7,2462;7
06.12. 12:00;0,16528;7,484;7,3187;7,6
06.12. 13:00;0,016108;7,0548;7,0387;7,5
06.12. 14:00;0,016057;5,805;5,789;8
06.12. 15:00;0,015992;3,8407;3,8247;7,8
06.12. 16:00;0,016202;0;0;7,4
06.12. 17:00;1,0947;0;0;9,4
06.12. 18:00;0,90013;0;0;8,7
06.12. 19:00;1,1603;0;0;8,9
06.12. 20:00;0,40919;0;0;9,9
06.12. 21:00;0,40181;0;0;9,3
06.12. 22:00;0,35135;0;0;5,7
06.12. 23:00;0,016251;0;0;4,9
07.12. 00:00;0,016263;0;0;4,8
07.12. 01:00;0,016193;0;0;4,7
07.12. 02:00;0,016018;0;0;4,8
07.12. 03:00;0,16092;0;0;4,9
07.12. 04:00;0,016137;0;0;6,1
07.12. 05:00;0,016217;0;0;8,9
07.12. 06:00;0,20641;0;0;11,7
07.12. 07:00;0,4323;0;0;11,4
07.12. 08:00;2,4657;0,00022817;0;10,4
07.12. 09:00;2,9456;2,5735;0;9,7
07.12. 10:00;0,90476;3,6924;2,7877;8,5
07.12. 11:00;0,58594;4,9557;4,3697;8,4
07.12. 12:00;0,96573;5,6429;4,6771;7,7
07.12. 13:00;1,1839;5,1385;3,9547;7,8
07.12. 14:00;1,0073;3,7615;2,7542;8
07.12. 15:00;1,3186;2,2166;0,89809;8,5
07.12. 16:00;1,4193;0;0;8,3
07.12. 17:00;1,7385;0;0;9,5
07.12. 18:00;1,9289;0;0;10,4
07.12. 19:00;0,50566;0;0;11,2
07.12. 20:00;0,44833;0;0;10,8
07.12. 21:00;0,35417;0;0;10
07.12. 22:00;0,055247;0;0;6,7
07.12. 23:00;0,16452;0;0;5,3
08.12. 00:00;0,016172;0;0;5,9
08.12. 01:00;0,016175;0;0;5,7
08.12. 02:00;0,01641;0;0;5,2
08.12. 03:00;0,016108;0;0;4,9
08.12. 04:00;0,1659;0;0;5,7
08.12. 05:00;0,016159;0;0;8,6
08.12. 06:00;0,20256;0;0;10,9
08.12. 07:00;0,515;0;0;11,9
08.12. 08:00;0,15339;0;0;10,6
08.12. 09:00;0,47904;0,059981;0;10,3
08.12. 10:00;0,0974;0,28025;0,18285;10,1
08.12. 11:00;0,016367;0,3681;0,35173;9,8
08.12. 12:00;1,0755;0,44251;0;10
08.12. 13:00;1,3784;0,41416;0;9
08.12. 14:00;0,40231;0,16215;0;9
08.12. 15:00;0,024359;0,027481;0,0031223;9,8
08.12. 16:00;1,523;0;0;9,2
08.12. 17:00;0,62198;0;0;9,7
08.12. 18:00;1,4322;0;0;10,5
08.12. 19:00;0,64949;0;0;10,9
08.12. 20:00;0,40686;0;0;11,7
08.12. 21:00;0,96943;0;0;10,7
08.12. 22:00;0,63459;0;0;6,6
08.12. 23:00;0,15903;0;0;6,5
09.12. 00:00;0,16547;0;0;6,4
09.12. 01:00;0,016059;0;0;6,8
09.12. 02:00;0,016248;0;0;6,9
09.12. 03:00;0,016225;0;0;7,2
09.12. 04:00;0,016083;0;0;7,4
09.12. 05:00;0,16861;0;0;11,9
09.12. 06:00;0,20269;0;0;16,5
09.12. 07:00;0,26759;0;0;17,4
09.12. 08:00;0,070844;0;0;14,9
09.12. 09:00;0,016083;0,038404;0,022321;14,4
09.12. 10:00;0,16502;0,1472;0;13,3
09.12. 11:00;0,016277;0,3132;0,29692;12,1
09.12. 12:00;0,016111;0,39567;0,37956;11,7
09.12. 13:00;0,016181;0,3486;0,33242;11
09.12. 14:00;0,016002;0,13661;0,12061;11,6
09.12. 15:00;0,16461;0,020397;0;12,9
09.12. 16:00;0,016113;0;0;13,2
09.12. 17:00;0,15879;0;0;13,4
09.12. 18:00;2,122;0;0;13,8
09.12. 19:00;0,56661;0;0;14
09.12. 20:00;0,64636;0;0;15,4
09.12. 21:00;0,41916;0;0;14,5
09.12. 22:00;0,26417;0;0;9,4
09.12. 23:00;0,036827;0;0;7,4
10.12. 00:00;0,016055;0;0;7
10.12. 01:00;0,16645;0;0;6,4
10.12. 02:00;0,016109;0;0;6,8
10.12. 03:00;0,016217;0;0;6
10.12. 04:00;0,016106;0;0;7
10.12. 05:00;0,016019;0;0;9,6
10.12. 06:00;0,17247;0;0;13,2
10.12. 07:00;0,21127;0;0;11,7
10.12. 08:00;0,016242;0,00010571;0;10
10.12. 09:00;0,01605;2,4584;2,4424;8,7
10.12. 10:00;0,016266;3,3111;3,2949;8,4
10.12. 11:00;0,16643;4,1645;3,9981;7,6
10.12. 12:00;0,016336;4,4682;4,4519;7,5
10.12. 13:00;0,016103;3,9826;3,9665;8,2
10.12. 14:00;0,016171;2,9843;2,9681;7
10.12. 15:00;0,016037;1,7679;1,7519;7,8
10.12. 16:00;0,16891;0;0;8,1
10.12. 17:00;2,0274;0;0;8,4
10.12. 18:00;1,2075;0;0;8,3
10.12. 19:00;0,20133;0;0;9,4
